quarter_key,year,quarter,region_ar,city,property_type,rental_contracts,avg_rent,property_category_ar
2024Q3,2024,3,مكة المكرمة,Jeddah,Residential,352,91181.38314,دوبلاكس - سكني
2024Q3,2024,3,مكة المكرمة,Makkah,Residential,16,25153.84615,دوبلاكس - سكني
2024Q3,2024,3,مكة المكرمة,Jeddah,Residential,1174,32596.24908,دور - سكني
2024Q3,2024,3,مكة المكرمة,Makkah,Residential,985,19880.75159,دور - سكني
2024Q3,2024,3,مكة المكرمة,Jeddah,Residential,103481,23578.05929,شقة - سكني
2024Q3,2024,3,مكة المكرمة,Makkah,Residential,40173,16454.69922,شقة - سكني
2024Q3,2024,3,مكة المكرمة,Jeddah,Residential,2592,82583.0258,فيلا - سكني
2024Q3,2024,3,مكة المكرمة,Makkah,Residential,239,37123.99394,فيلا - سكني
2024Q3,2024,3,مكة المكرمة,Jeddah,Commercial,12470,1075.495686,محل - تجاري
2024Q3,2024,3,مكة المكرمة,Makkah,Commercial,7600,2473.102651,محل - تجاري
2024Q3,2024,3,مكة المكرمة,Jeddah,Commercial,3669,1086.76603,معرض تجاري - تجاري
2024Q3,2024,3,مكة المكرمة,Makkah,Commercial,694,1301.586988,معرض تجاري - تجاري
2024Q3,2024,3,مكة المكرمة,Jeddah,Commercial,4138,514.213157,مكتب - تجاري
2024Q3,2024,3,مكة المكرمة,Makkah,Commercial,943,385.609794,مكتب - تجاري
2024Q4,2024,4,مكة المكرمة,Jeddah,Residential,4101,16297.27019,استديو - سكني
2024Q4,2024,4,مكة المكرمة,Makkah,Residential,937,10962.44604,استديو - سكني
2024Q4,2024,4,مكة المكرمة,Jeddah,Residential,393,96067.43269,دوبلاكس - سكني
2024Q4,2024,4,مكة المكرمة,Makkah,Residential,24,31780.83333,دوبلاكس - سكني
2024Q4,2024,4,مكة المكرمة,Jeddah,Residential,1247,33409.3118,دور - سكني
2024Q4,2024,4,مكة المكرمة,Makkah,Residential,942,21322.19814,دور - سكني
2024Q4,2024,4,مكة المكرمة,Jeddah,Residential,111106,23767.9081,شقة - سكني
2024Q4,2024,4,مكة المكرمة,Makkah,Residential,35450,16721.28811,شقة - سكني
2024Q4,2024,4,مكة المكرمة,Jeddah,Residential,2776,82948.27688,فيلا - سكني
2024Q4,2024,4,مكة المكرمة,Makkah,Residential,208,40801.32639,فيلا - سكني
2024Q4,2024,4,مكة المكرمة,Jeddah,Commercial,13738,1015.389185,محل - تجاري
2024Q4,2024,4,مكة المكرمة,Makkah,Commercial,7008,1331.502872,محل - تجاري
2024Q4,2024,4,مكة المكرمة,Jeddah,Commercial,4628,1084.09175,معرض تجاري - تجاري
2024Q4,2024,4,مكة المكرمة,Makkah,Commercial,477,985.068658,معرض تجاري - تجاري
2024Q4,2024,4,مكة المكرمة,Jeddah,Commercial,4727,539.756229,مكتب - تجاري
2024Q4,2024,4,مكة المكرمة,Makkah,Commercial,909,401.49922,مكتب - تجاري
2019Q1,2019,1,المدينة المنورة,Madinah,Residential,61,10951.75439,استديو - سكني
2019Q1,2019,1,المدينة المنورة,Madinah,Residential,20,32842.10526,دوبلاكس - سكني
2019Q1,2019,1,المدينة المنورة,Madinah,Residential,22,23186.13636,دور - سكني
2019Q1,2019,1,المدينة المنورة,Madinah,Residential,2677,17193.87075,شقة - سكني
2019Q1,2019,1,المدينة المنورة,Madinah,Residential,24,41263.04348,فيلا - سكني
2019Q1,2019,1,المدينة المنورة,Madinah,Commercial,17,464.938373,محل - تجاري
2019Q1,2019,1,المدينة المنورة,Madinah,Commercial,7,298.260166,مكتب - تجاري
2019Q2,2019,2,المدينة المنورة,Madinah,Residential,132,10150.0,استديو - سكني
2019Q2,2019,2,المدينة المنورة,Madinah,Residential,15,28539.0,دوبلاكس - سكني
2019Q2,2019,2,المدينة المنورة,Madinah,Residential,30,23525.22222,دور - سكني
2019Q2,2019,2,المدينة المنورة,Madinah,Residential,2666,17128.92324,شقة - سكني
2019Q2,2019,2,المدينة المنورة,Madinah,Residential,23,37083.54545,فيلا - سكني
2019Q2,2019,2,المدينة المنورة,Madinah,Commercial,61,471.261082,محل - تجاري
2019Q2,2019,2,المدينة المنورة,Madinah,Commercial,1,995.04951,معرض تجاري - تجاري
2019Q2,2019,2,المدينة المنورة,Madinah,Commercial,6,424.543005,مكتب - تجاري
2019Q3,2019,3,المدينة المنورة,Madinah,Residential,88,11300.0,استديو - سكني
2019Q3,2019,3,المدينة المنورة,Madinah,Residential,22,30227.85714,دوبلاكس - سكني
2019Q3,2019,3,المدينة المنورة,Madinah,Residential,51,24234.91111,دور - سكني
2019Q3,2019,3,المدينة المنورة,Madinah,Residential,4335,17238.84621,شقة - سكني
2019Q3,2019,3,المدينة المنورة,Madinah,Residential,28,36893.83333,فيلا - سكني
2019Q3,2019,3,المدينة المنورة,Madinah,Commercial,322,566.874677,محل - تجاري
2019Q3,2019,3,المدينة المنورة,Madinah,Commercial,6,666.428972,معرض تجاري - تجاري
2019Q3,2019,3,المدينة المنورة,Madinah,Commercial,29,273.09109,مكتب - تجاري
2019Q4,2019,4,المدينة المنورة,Madinah,Residential,84,10329.16667,استديو - سكني
2019Q4,2019,4,المدينة المنورة,Madinah,Residential,16,34106.66667,دوبلاكس - سكني
2019Q4,2019,4,المدينة المنورة,Madinah,Residential,39,22103.75,دور - سكني
2019Q4,2019,4,المدينة المنورة,Madinah,Residential,4077,16856.6042,شقة - سكني
2019Q4,2019,4,المدينة المنورة,Madinah,Residential,35,36303.23529,فيلا - سكني
2019Q4,2019,4,المدينة المنورة,Madinah,Commercial,466,500.205879,محل - تجاري
2019Q4,2019,4,المدينة المنورة,Madinah,Commercial,7,839.152107,معرض تجاري - تجاري
2019Q4,2019,4,المدينة المنورة,Madinah,Commercial,36,294.432405,مكتب - تجاري
2020Q1,2020,1,المدينة المنورة,Madinah,Residential,105,10195.69892,استديو - سكني
2020Q1,2020,1,المدينة المنورة,Madinah,Residential,13,28230.76923,دوبلاكس - سكني
2020Q1,2020,1,المدينة المنورة,Madinah,Residential,54,25843.68627,دور - سكني
2020Q1,2020,1,المدينة المنورة,Madinah,Residential,3889,16479.07454,شقة - سكني
2020Q1,2020,1,المدينة المنورة,Madinah,Residential,29,38846.88,فيلا - سكني
2020Q1,2020,1,المدينة المنورة,Madinah,Commercial,372,629.013845,محل - تجاري
2020Q1,2020,1,المدينة المنورة,Madinah,Commercial,9,617.799206,معرض تجاري - تجاري
2020Q1,2020,1,المدينة المنورة,Madinah,Commercial,29,405.341711,مكتب - تجاري
2020Q2,2020,2,المدينة المنورة,Madinah,Residential,151,9603.125,استديو - سكني
2020Q2,2020,2,المدينة المنورة,Madinah,Residential,17,24906.0625,دوبلاكس - سكني
2020Q2,2020,2,المدينة المنورة,Madinah,Residential,52,20795.71739,دور - سكني
2020Q2,2020,2,المدينة المنورة,Madinah,Residential,3668,15702.10305,شقة - سكني
2020Q2,2020,2,المدينة المنورة,Madinah,Residential,28,37075.76,فيلا - سكني
2020Q2,2020,2,المدينة المنورة,Madinah,Commercial,223,468.413142,محل - تجاري
2020Q2,2020,2,المدينة المنورة,Madinah,Commercial,6,524.59804,معرض تجاري - تجاري
2020Q2,2020,2,المدينة المنورة,Madinah,Commercial,16,335.327652,مكتب - تجاري
2020Q3,2020,3,المدينة المنورة,Madinah,Residential,247,9868.0,استديو - سكني
2020Q3,2020,3,المدينة المنورة,Madinah,Residential,25,27494.52,دوبلاكس - سكني
2020Q3,2020,3,المدينة المنورة,Madinah,Residential,116,21069.42574,دور - سكني
2020Q3,2020,3,المدينة المنورة,Madinah,Residential,9119,15897.27645,شقة - سكني
2020Q3,2020,3,المدينة المنورة,Madinah,Residential,47,37800.68421,فيلا - سكني
2020Q3,2020,3,المدينة المنورة,Madinah,Commercial,1344,500.704843,محل - تجاري
2020Q3,2020,3,المدينة المنورة,Madinah,Commercial,55,720.81227,معرض تجاري - تجاري
2020Q3,2020,3,المدينة المنورة,Madinah,Commercial,77,312.139736,مكتب - تجاري
2020Q4,2020,4,المدينة المنورة,Madinah,Residential,238,10965.93407,استديو - سكني
2020Q4,2020,4,المدينة المنورة,Madinah,Residential,34,34548.60606,دوبلاكس - سكني
2020Q4,2020,4,المدينة المنورة,Madinah,Residential,127,23230.59048,دور - سكني
2020Q4,2020,4,المدينة المنورة,Madinah,Residential,7536,15985.39279,شقة - سكني
2020Q4,2020,4,المدينة المنورة,Madinah,Residential,36,43618.87879,فيلا - سكني
2020Q4,2020,4,المدينة المنورة,Madinah,Commercial,1728,819.053171,محل - تجاري
2020Q4,2020,4,المدينة المنورة,Madinah,Commercial,48,1052.79048,معرض تجاري - تجاري
2020Q4,2020,4,المدينة المنورة,Madinah,Commercial,110,328.293324,مكتب - تجاري
2021Q1,2021,1,المدينة المنورة,Madinah,Residential,345,12170.23563,استديو - سكني
2021Q1,2021,1,المدينة المنورة,Madinah,Residential,28,31083.55556,دوبلاكس - سكني
2021Q1,2021,1,المدينة المنورة,Madinah,Residential,150,25511.8427,دور - سكني
2021Q1,2021,1,المدينة المنورة,Madinah,Residential,6934,15678.68461,شقة - سكني
2021Q1,2021,1,المدينة المنورة,Madinah,Residential,28,54136.52174,فيلا - سكني
2021Q1,2021,1,المدينة المنورة,Madinah,Commercial,1498,737.295272,محل - تجاري
2021Q1,2021,1,المدينة المنورة,Madinah,Commercial,51,918.220482,معرض تجاري - تجاري
2021Q1,2021,1,المدينة المنورة,Madinah,Commercial,126,317.411008,مكتب - تجاري
2021Q2,2021,2,المدينة المنورة,Madinah,Residential,124,12409.21053,استديو - سكني
2021Q2,2021,2,المدينة المنورة,Madinah,Residential,14,34248.38462,دوبلاكس - سكني
2021Q2,2021,2,المدينة المنورة,Madinah,Residential,52,22445.75,دور - سكني
2021Q2,2021,2,المدينة المنورة,Madinah,Residential,3054,15729.77588,شقة - سكني
2021Q2,2021,2,المدينة المنورة,Madinah,Residential,24,36061.77273,فيلا - سكني
2021Q2,2021,2,المدينة المنورة,Madinah,Commercial,682,703.988987,محل - تجاري
2021Q2,2021,2,المدينة المنورة,Madinah,Commercial,19,766.764452,معرض تجاري - تجاري
2021Q2,2021,2,المدينة المنورة,Madinah,Commercial,54,332.68201,مكتب - تجاري
2021Q3,2021,3,المدينة المنورة,Madinah,Residential,302,14827.36416,استديو - سكني
2021Q3,2021,3,المدينة المنورة,Madinah,Residential,14,23325.85714,دوبلاكس - سكني
2021Q3,2021,3,المدينة المنورة,Madinah,Residential,113,20788.04762,دور - سكني
2021Q3,2021,3,المدينة المنورة,Madinah,Residential,8467,16266.90705,شقة - سكني
2021Q3,2021,3,المدينة المنورة,Madinah,Residential,106,39769.96629,فيلا - سكني
2021Q3,2021,3,المدينة المنورة,Madinah,Commercial,2152,627.820927,محل - تجاري
2021Q3,2021,3,المدينة المنورة,Madinah,Commercial,212,633.483289,معرض تجاري - تجاري
2021Q3,2021,3,المدينة المنورة,Madinah,Commercial,128,325.202822,مكتب - تجاري
2021Q4,2021,4,المدينة المنورة,Madinah,Residential,308,13178.67117,استديو - سكني
2021Q4,2021,4,المدينة المنورة,Madinah,Residential,13,27846.15385,دوبلاكس - سكني
2021Q4,2021,4,المدينة المنورة,Madinah,Residential,120,23818.0,دور - سكني
2021Q4,2021,4,المدينة المنورة,Madinah,Residential,9047,15846.41062,شقة - سكني
2021Q4,2021,4,المدينة المنورة,Madinah,Residential,76,37768.10769,فيلا - سكني
2021Q4,2021,4,المدينة المنورة,Madinah,Commercial,2464,932.641727,محل - تجاري
2021Q4,2021,4,المدينة المنورة,Madinah,Commercial,268,690.507644,معرض تجاري - تجاري
2021Q4,2021,4,المدينة المنورة,Madinah,Commercial,187,313.029706,مكتب - تجاري
2022Q1,2022,1,المدينة المنورة,Madinah,Residential,313,11646.875,استديو - سكني
2022Q1,2022,1,المدينة المنورة,Madinah,Residential,12,34541.58333,دوبلاكس - سكني
2022Q1,2022,1,المدينة المنورة,Madinah,Residential,151,23064.15447,دور - سكني
2022Q1,2022,1,المدينة المنورة,Madinah,Residential,10484,15541.0481,شقة - سكني
2022Q1,2022,1,المدينة المنورة,Madinah,Residential,89,46319.17808,فيلا - سكني
2022Q1,2022,1,المدينة المنورة,Madinah,Commercial,4164,1071.660914,محل - تجاري
2022Q1,2022,1,المدينة المنورة,Madinah,Commercial,308,791.043169,معرض تجاري - تجاري
2022Q1,2022,1,المدينة المنورة,Madinah,Commercial,217,360.594809,مكتب - تجاري
2022Q2,2022,2,المدينة المنورة,Madinah,Residential,306,13026.05714,استديو - سكني
2022Q2,2022,2,المدينة المنورة,Madinah,Residential,8,30249.75,دوبلاكس - سكني
2022Q2,2022,2,المدينة المنورة,Madinah,Residential,148,20238.08333,دور - سكني
2022Q2,2022,2,المدينة المنورة,Madinah,Residential,9651,15256.01422,شقة - سكني
2022Q2,2022,2,المدينة المنورة,Madinah,Residential,83,42850.91667,فيلا - سكني
2022Q2,2022,2,المدينة المنورة,Madinah,Commercial,3956,1784.723718,محل - تجاري
2022Q2,2022,2,المدينة المنورة,Madinah,Commercial,334,775.054535,معرض تجاري - تجاري
2022Q2,2022,2,المدينة المنورة,Madinah,Commercial,193,319.757875,مكتب - تجاري
2022Q3,2022,3,المدينة المنورة,Madinah,Residential,866,11788.09382,استديو - سكني
2022Q3,2022,3,المدينة المنورة,Madinah,Residential,21,36477.14286,دوبلاكس - سكني
2022Q3,2022,3,المدينة المنورة,Madinah,Residential,289,18748.13706,دور - سكني
2022Q3,2022,3,المدينة المنورة,Madinah,Residential,24348,14477.9177,شقة - سكني
2022Q3,2022,3,المدينة المنورة,Madinah,Residential,176,42953.97037,فيلا - سكني
2022Q3,2022,3,المدينة المنورة,Madinah,Commercial,5264,1454.533234,محل - تجاري
2022Q3,2022,3,المدينة المنورة,Madinah,Commercial,446,1559.794511,معرض تجاري - تجاري
2022Q3,2022,3,المدينة المنورة,Madinah,Commercial,303,371.444451,مكتب - تجاري
2022Q4,2022,4,المدينة المنورة,Madinah,Residential,660,11973.81043,استديو - سكني
2022Q4,2022,4,المدينة المنورة,Madinah,Residential,22,33209.52381,دوبلاكس - سكني
2022Q4,2022,4,المدينة المنورة,Madinah,Residential,276,20739.17532,دور - سكني
2022Q4,2022,4,المدينة المنورة,Madinah,Residential,22307,14372.14152,شقة - سكني
2022Q4,2022,4,المدينة المنورة,Madinah,Residential,169,43139.99248,فيلا - سكني
2022Q4,2022,4,المدينة المنورة,Madinah,Commercial,6769,1126.306502,محل - تجاري
2022Q4,2022,4,المدينة المنورة,Madinah,Commercial,478,1216.898372,معرض تجاري - تجاري
2022Q4,2022,4,المدينة المنورة,Madinah,Commercial,433,339.179247,مكتب - تجاري
2023Q1,2023,1,المدينة المنورة,Madinah,Residential,710,11370.82353,استديو - سكني
2023Q1,2023,1,المدينة المنورة,Madinah,Residential,23,34475.65217,دوبلاكس - سكني
2023Q1,2023,1,المدينة المنورة,Madinah,Residential,398,21227.15306,دور - سكني
2023Q1,2023,1,المدينة المنورة,Madinah,Residential,22984,14798.60493,شقة - سكني
2023Q1,2023,1,المدينة المنورة,Madinah,Residential,152,42329.72973,فيلا - سكني
2023Q1,2023,1,المدينة المنورة,Madinah,Commercial,6199,1383.38122,محل - تجاري
2023Q1,2023,1,المدينة المنورة,Madinah,Commercial,601,1705.680785,معرض تجاري - تجاري
2023Q1,2023,1,المدينة المنورة,Madinah,Commercial,349,347.954968,مكتب - تجاري
2023Q2,2023,2,المدينة المنورة,Madinah,Residential,919,10201.409,استديو - سكني
2023Q2,2023,2,المدينة المنورة,Madinah,Residential,7,39714.28571,دوبلاكس - سكني
2023Q2,2023,2,المدينة المنورة,Madinah,Residential,341,23057.88158,دور - سكني
2023Q2,2023,2,المدينة المنورة,Madinah,Residential,22838,14698.53952,شقة - سكني
2023Q2,2023,2,المدينة المنورة,Madinah,Residential,131,40272.44444,فيلا - سكني
2023Q2,2023,2,المدينة المنورة,Madinah,Commercial,5251,1355.532176,محل - تجاري
2023Q2,2023,2,المدينة المنورة,Madinah,Commercial,539,1491.968047,معرض تجاري - تجاري
2023Q2,2023,2,المدينة المنورة,Madinah,Commercial,382,328.887099,مكتب - تجاري
2023Q3,2023,3,المدينة المنورة,Madinah,Residential,1181,12034.72879,استديو - سكني
2023Q3,2023,3,المدينة المنورة,Madinah,Residential,22,32171.42857,دوبلاكس - سكني
2023Q3,2023,3,المدينة المنورة,Madinah,Residential,350,19863.53689,دور - سكني
2023Q3,2023,3,المدينة المنورة,Madinah,Residential,34529,14829.9797,شقة - سكني
2023Q3,2023,3,المدينة المنورة,Madinah,Residential,219,44922.98857,فيلا - سكني
2023Q3,2023,3,المدينة المنورة,Madinah,Commercial,8690,1599.209162,محل - تجاري
2023Q3,2023,3,المدينة المنورة,Madinah,Commercial,622,1398.478903,معرض تجاري - تجاري
2023Q3,2023,3,المدينة المنورة,Madinah,Commercial,396,324.41542,مكتب - تجاري
2023Q4,2023,4,المدينة المنورة,Madinah,Residential,958,12148.84477,استديو - سكني
2023Q4,2023,4,المدينة المنورة,Madinah,Residential,27,30336.0,دوبلاكس - سكني
2023Q4,2023,4,المدينة المنورة,Madinah,Residential,404,19072.8,دور - سكني
2023Q4,2023,4,المدينة المنورة,Madinah,Residential,31199,15083.2343,شقة - سكني
2023Q4,2023,4,المدينة المنورة,Madinah,Residential,223,45444.20732,فيلا - سكني
2023Q4,2023,4,المدينة المنورة,Madinah,Commercial,6959,1228.169048,محل - تجاري
2023Q4,2023,4,المدينة المنورة,Madinah,Commercial,586,1311.696078,معرض تجاري - تجاري
2023Q4,2023,4,المدينة المنورة,Madinah,Commercial,417,348.512296,مكتب - تجاري
2024Q1,2024,1,المدينة المنورة,Madinah,Residential,1029,12992.17964,استديو - سكني
2024Q1,2024,1,المدينة المنورة,Madinah,Residential,24,38395.45455,دوبلاكس - سكني
2024Q1,2024,1,المدينة المنورة,Madinah,Residential,382,21644.51316,دور - سكني
2024Q1,2024,1,المدينة المنورة,Madinah,Residential,29309,16254.73743,شقة - سكني
2024Q1,2024,1,المدينة المنورة,Madinah,Residential,258,46652.2186,فيلا - سكني
2024Q1,2024,1,المدينة المنورة,Madinah,Commercial,7429,1174.524218,محل - تجاري
2024Q1,2024,1,المدينة المنورة,Madinah,Commercial,631,1618.352736,معرض تجاري - تجاري
2024Q1,2024,1,المدينة المنورة,Madinah,Commercial,522,377.471237,مكتب - تجاري
2024Q2,2024,2,المدينة المنورة,Madinah,Residential,768,12892.69957,استديو - سكني
2024Q2,2024,2,المدينة المنورة,Madinah,Residential,27,33416.88462,دوبلاكس - سكني
2024Q2,2024,2,المدينة المنورة,Madinah,Residential,334,21118.98266,دور - سكني
2024Q2,2024,2,المدينة المنورة,Madinah,Residential,24492,16477.84592,شقة - سكني
2024Q2,2024,2,المدينة المنورة,Madinah,Residential,207,46801.71779,فيلا - سكني
2024Q2,2024,2,المدينة المنورة,Madinah,Commercial,6646,1833.278945,محل - تجاري
2024Q2,2024,2,المدينة المنورة,Madinah,Commercial,481,2196.037213,معرض تجاري - تجاري
2024Q2,2024,2,المدينة المنورة,Madinah,Commercial,381,355.181823,مكتب - تجاري
2024Q3,2024,3,المدينة المنورة,Madinah,Residential,1260,12122.30733,استديو - سكني
2024Q3,2024,3,المدينة المنورة,Madinah,Residential,25,34000.0,دوبلاكس - سكني
2024Q3,2024,3,المدينة المنورة,Madinah,Residential,431,21265.34173,دور - سكني
2024Q3,2024,3,المدينة المنورة,Madinah,Residential,34309,16617.5921,شقة - سكني
2024Q3,2024,3,المدينة المنورة,Madinah,Residential,265,45963.67431,فيلا - سكني
2024Q3,2024,3,المدينة المنورة,Madinah,Commercial,8643,1715.654415,محل - تجاري
2024Q3,2024,3,المدينة المنورة,Madinah,Commercial,634,1908.929498,معرض تجاري - تجاري
2024Q3,2024,3,المدينة المنورة,Madinah,Commercial,539,357.375069,مكتب - تجاري
2024Q4,2024,4,المدينة المنورة,Madinah,Residential,967,12667.22559,استديو - سكني
2024Q4,2024,4,المدينة المنورة,Madinah,Residential,31,36769.23077,دوبلاكس - سكني
2024Q4,2024,4,المدينة المنورة,Madinah,Residential,391,21248.67164,دور - سكني
2024Q4,2024,4,المدينة المنورة,Madinah,Residential,31122,16879.64565,شقة - سكني
2024Q4,2024,4,المدينة المنورة,Madinah,Residential,270,49165.18265,فيلا - سكني
2024Q4,2024,4,المدينة المنورة,Madinah,Commercial,7781,1097.867218,محل - تجاري
2024Q4,2024,4,المدينة المنورة,Madinah,Commercial,579,1310.258162,معرض تجاري - تجاري
2024Q4,2024,4,المدينة المنورة,Madinah,Commercial,553,377.984939,مكتب - تجاري
2019Q1,2019,1,القصيم,Buraidah,Residential,34,9700.0,استديو - سكني
2019Q1,2019,1,القصيم,Buraidah,Residential,23,23989.590909,دوبلاكس - سكني
2019Q1,2019,1,القصيم,Buraidah,Residential,68,17305.98305,دور - سكني
2019Q1,2019,1,القصيم,Buraidah,Residential,835,12173.943422,شقة - سكني
2019Q1,2019,1,القصيم,Buraidah,Residential,3,21333.333333,فيلا - سكني
2019Q1,2019,1,القصيم,Buraidah,Commercial,3,330.064246,محل - تجاري
2019Q1,2019,1,القصيم,Buraidah,Commercial,1,600.0,مكتب - تجاري
2019Q2,2019,2,القصيم,Buraidah,Residential,25,8063.47826,استديو - سكني
2019Q2,2019,2,القصيم,Buraidah,Residential,19,23883.117647,دوبلاكس - سكني
2019Q2,2019,2,القصيم,Buraidah,Residential,77,17783.567567,دور - سكني
2019Q2,2019,2,القصيم,Buraidah,Residential,797,11633.257267,شقة - سكني
2019Q2,2019,2,القصيم,Buraidah,Residential,9,18362.888888,فيلا - سكني
2019Q2,2019,2,القصيم,Buraidah,Commercial,21,248.407054,محل - تجاري
2019Q3,2019,3,القصيم,Buraidah,Residential,57,9251.0,استديو - سكني
2019Q3,2019,3,القصيم,Buraidah,Residential,43,24212.926829,دوبلاكس - سكني
2019Q3,2019,3,القصيم,Buraidah,Residential,101,16717.25,دور - سكني
2019Q3,2019,3,القصيم,Buraidah,Residential,1240,12034.761165,شقة - سكني
2019Q3,2019,3,القصيم,Buraidah,Residential,5,25932.8,فيلا - سكني
2019Q3,2019,3,القصيم,Buraidah,Commercial,67,322.886683,محل - تجاري
2019Q3,2019,3,القصيم,Buraidah,Commercial,3,227.994803,معرض تجاري - تجاري
2019Q3,2019,3,القصيم,Buraidah,Commercial,2,220.175195,مكتب - تجاري
2019Q4,2019,4,القصيم,Buraidah,Residential,61,8016.666666,استديو - سكني
2019Q4,2019,4,القصيم,Buraidah,Residential,29,21696.103448,دوبلاكس - سكني
2019Q4,2019,4,القصيم,Buraidah,Residential,141,15549.870229,دور - سكني
2019Q4,2019,4,القصيم,Buraidah,Residential,1295,11306.541941,شقة - سكني
2019Q4,2019,4,القصيم,Buraidah,Residential,11,25710.727272,فيلا - سكني
2019Q4,2019,4,القصيم,Buraidah,Commercial,108,360.637174,محل - تجاري
2019Q4,2019,4,القصيم,Buraidah,Commercial,6,156.973178,مكتب - تجاري
2020Q1,2020,1,القصيم,Buraidah,Residential,90,8216.891891,استديو - سكني
2020Q1,2020,1,القصيم,Buraidah,Residential,28,25102.296296,دوبلاكس - سكني
2020Q1,2020,1,القصيم,Buraidah,Residential,155,18880.912408,دور - سكني
2020Q1,2020,1,القصيم,Buraidah,Residential,1428,11582.416875,شقة - سكني
2020Q1,2020,1,القصيم,Buraidah,Residential,7,27350.571428,فيلا - سكني
2020Q1,2020,1,القصيم,Buraidah,Commercial,122,324.511745,محل - تجاري
2020Q1,2020,1,القصيم,Buraidah,Commercial,8,158.78331,معرض تجاري - تجاري
2020Q1,2020,1,القصيم,Buraidah,Commercial,3,311.640213,مكتب - تجاري
2020Q2,2020,2,القصيم,Buraidah,Residential,103,8956.617647,استديو - سكني
2020Q2,2020,2,القصيم,Buraidah,Residential,27,20768.0,دوبلاكس - سكني
2020Q2,2020,2,القصيم,Buraidah,Residential,174,14542.675675,دور - سكني
2020Q2,2020,2,القصيم,Buraidah,Residential,1592,11244.864696,شقة - سكني
2020Q2,2020,2,القصيم,Buraidah,Residential,15,23941.333333,فيلا - سكني
2020Q2,2020,2,القصيم,Buraidah,Commercial,110,344.804275,محل - تجاري
2020Q2,2020,2,القصيم,Buraidah,Commercial,3,263.279163,معرض تجاري - تجاري
2020Q2,2020,2,القصيم,Buraidah,Commercial,11,257.305684,مكتب - تجاري
2020Q3,2020,3,القصيم,Buraidah,Residential,135,8115.966386,استديو - سكني
2020Q3,2020,3,القصيم,Buraidah,Residential,63,20276.25,دوبلاكس - سكني
2020Q3,2020,3,القصيم,Buraidah,Residential,347,15856.918367,دور - سكني
2020Q3,2020,3,القصيم,Buraidah,Residential,2693,11001.53515,شقة - سكني
2020Q3,2020,3,القصيم,Buraidah,Residential,24,24698.681818,فيلا - سكني
2020Q3,2020,3,القصيم,Buraidah,Commercial,423,329.138177,محل - تجاري
2020Q3,2020,3,القصيم,Buraidah,Commercial,16,232.065106,معرض تجاري - تجاري
2020Q3,2020,3,القصيم,Buraidah,Commercial,16,247.744426,مكتب - تجاري
2020Q4,2020,4,القصيم,Buraidah,Residential,104,8602.289156,استديو - سكني
2020Q4,2020,4,القصيم,Buraidah,Residential,55,22665.923076,دوبلاكس - سكني
2020Q4,2020,4,القصيم,Buraidah,Residential,349,14785.402597,دور - سكني
2020Q4,2020,4,القصيم,Buraidah,Residential,2692,11015.194262,شقة - سكني
2020Q4,2020,4,القصيم,Buraidah,Residential,24,29982.041666,فيلا - سكني
2020Q4,2020,4,القصيم,Buraidah,Commercial,910,374.738952,محل - تجاري
2020Q4,2020,4,القصيم,Buraidah,Commercial,30,245.8776,معرض تجاري - تجاري
2020Q4,2020,4,القصيم,Buraidah,Commercial,34,226.93961,مكتب - تجاري
2021Q1,2021,1,القصيم,Buraidah,Residential,106,9272.294117,استديو - سكني
2021Q1,2021,1,القصيم,Buraidah,Residential,68,23245.269841,دوبلاكس - سكني
2021Q1,2021,1,القصيم,Buraidah,Residential,387,15176.234527,دور - سكني
2021Q1,2021,1,القصيم,Buraidah,Residential,2850,11122.730567,شقة - سكني
2021Q1,2021,1,القصيم,Buraidah,Residential,22,22787.68421,فيلا - سكني
2021Q1,2021,1,القصيم,Buraidah,Commercial,893,351.43883,محل - تجاري
2021Q1,2021,1,القصيم,Buraidah,Commercial,25,407.305535,معرض تجاري - تجاري
2021Q1,2021,1,القصيم,Buraidah,Commercial,63,227.988773,مكتب - تجاري
2021Q2,2021,2,القصيم,Buraidah,Residential,105,9746.078431,استديو - سكني
2021Q2,2021,2,القصيم,Buraidah,Residential,22,22200.0,دوبلاكس - سكني
2021Q2,2021,2,القصيم,Buraidah,Residential,186,15554.230769,دور - سكني
2021Q2,2021,2,القصيم,Buraidah,Residential,1485,11282.468965,شقة - سكني
2021Q2,2021,2,القصيم,Buraidah,Residential,17,24035.714285,فيلا - سكني
2021Q2,2021,2,القصيم,Buraidah,Commercial,447,366.310244,محل - تجاري
2021Q2,2021,2,القصيم,Buraidah,Commercial,22,740.308064,معرض تجاري - تجاري
2021Q2,2021,2,القصيم,Buraidah,Commercial,16,285.761781,مكتب - تجاري
2021Q3,2021,3,القصيم,Buraidah,Residential,146,13279.637096,استديو - سكني
2021Q3,2021,3,القصيم,Buraidah,Residential,40,21726.763157,دوبلاكس - سكني
2021Q3,2021,3,القصيم,Buraidah,Residential,451,15361.574525,دور - سكني
2021Q3,2021,3,القصيم,Buraidah,Residential,2876,11483.203054,شقة - سكني
2021Q3,2021,3,القصيم,Buraidah,Residential,65,25399.576271,فيلا - سكني
2021Q3,2021,3,القصيم,Buraidah,Commercial,908,395.808404,محل - تجاري
2021Q3,2021,3,القصيم,Buraidah,Commercial,127,496.092819,معرض تجاري - تجاري
