quarter_key,year,quarter,region_ar,city,property_type,rental_contracts,avg_rent,property_category_ar
2019Q1,2019,1,الحدود الشماليه,Arar,Residential,173,14889.128378,شقة - سكني
2019Q1,2019,1,الحدود الشماليه,Arar,Commercial,2,1084.615385,محل - تجاري
2019Q2,2019,2,الحدود الشماليه,Arar,Residential,15,21857.142857,استديو - سكني
2019Q2,2019,2,الحدود الشماليه,Arar,Residential,5,19560.0,دوبلاكس - سكني
2019Q2,2019,2,الحدود الشماليه,Arar,Residential,8,22050.0,دور - سكني
2019Q2,2019,2,الحدود الشماليه,Arar,Residential,155,16020.567375,شقة - سكني
2019Q2,2019,2,الحدود الشماليه,Arar,Residential,1,15000.0,فيلا - سكني
2019Q2,2019,2,الحدود الشماليه,Arar,Commercial,7,475.466666,محل - تجاري
2019Q3,2019,3,الحدود الشماليه,Arar,Residential,19,15915.789473,استديو - سكني
2019Q3,2019,3,الحدود الشماليه,Arar,Residential,2,15000.0,دوبلاكس - سكني
2019Q3,2019,3,الحدود الشماليه,Arar,Residential,10,41240.0,دور - سكني
2019Q3,2019,3,الحدود الشماليه,Arar,Residential,256,16119.650442,شقة - سكني
2019Q3,2019,3,الحدود الشماليه,Arar,Commercial,20,573.068241,محل - تجاري
2019Q3,2019,3,الحدود الشماليه,Arar,Commercial,2,85.823755,مكتب - تجاري
2019Q4,2019,4,الحدود الشماليه,Arar,Residential,20,13170.0,استديو - سكني
2019Q4,2019,4,الحدود الشماليه,Arar,Residential,1,25200.0,دوبلاكس - سكني
2019Q4,2019,4,الحدود الشماليه,Arar,Residential,16,22725.0,دور - سكني
2019Q4,2019,4,الحدود الشماليه,Arar,Residential,369,15150.197604,شقة - سكني
2019Q4,2019,4,الحدود الشماليه,Arar,Residential,1,42000.0,فيلا - سكني
2019Q4,2019,4,الحدود الشماليه,Arar,Commercial,25,347.554876,محل - تجاري
2019Q4,2019,4,الحدود الشماليه,Arar,Commercial,1,253.76202,معرض تجاري - تجاري
2019Q4,2019,4,الحدود الشماليه,Arar,Commercial,1,1500.0,مكتب - تجاري
2020Q1,2020,1,الحدود الشماليه,Arar,Residential,21,15390.0,استديو - سكني
2020Q1,2020,1,الحدود الشماليه,Arar,Residential,6,20881.666666,دوبلاكس - سكني
2020Q1,2020,1,الحدود الشماليه,Arar,Residential,21,21335.0,دور - سكني
2020Q1,2020,1,الحدود الشماليه,Arar,Residential,713,11238.565891,شقة - سكني
2020Q1,2020,1,الحدود الشماليه,Arar,Residential,1,12000.0,فيلا - سكني
2020Q1,2020,1,الحدود الشماليه,Arar,Commercial,56,392.692597,محل - تجاري
2020Q1,2020,1,الحدود الشماليه,Arar,Commercial,1,386.59794,معرض تجاري - تجاري
2020Q2,2020,2,الحدود الشماليه,Arar,Residential,25,13513.636363,استديو - سكني
2020Q2,2020,2,الحدود الشماليه,Arar,Residential,8,15425.0,دوبلاكس - سكني
2020Q2,2020,2,الحدود الشماليه,Arar,Residential,29,18662.083333,دور - سكني
2020Q2,2020,2,الحدود الشماليه,Arar,Residential,638,14404.315696,شقة - سكني
2020Q2,2020,2,الحدود الشماليه,Arar,Residential,2,26700.0,فيلا - سكني
2020Q2,2020,2,الحدود الشماليه,Arar,Commercial,41,420.920947,محل - تجاري
2020Q3,2020,3,الحدود الشماليه,Arar,Residential,51,12204.166666,استديو - سكني
2020Q3,2020,3,الحدود الشماليه,Arar,Residential,8,20314.285714,دوبلاكس - سكني
2020Q3,2020,3,الحدود الشماليه,Arar,Residential,31,19849.321428,دور - سكني
2020Q3,2020,3,الحدود الشماليه,Arar,Residential,917,14136.845771,شقة - سكني
2020Q3,2020,3,الحدود الشماليه,Arar,Residential,2,30000.0,فيلا - سكني
2020Q3,2020,3,الحدود الشماليه,Arar,Commercial,157,422.147642,محل - تجاري
2020Q3,2020,3,الحدود الشماليه,Arar,Commercial,9,329.381225,مكتب - تجاري
2020Q4,2020,4,الحدود الشماليه,Arar,Residential,35,12777.419354,استديو - سكني
2020Q4,2020,4,الحدود الشماليه,Arar,Residential,2,21900.0,دوبلاكس - سكني
2020Q4,2020,4,الحدود الشماليه,Arar,Residential,29,18496.551724,دور - سكني
2020Q4,2020,4,الحدود الشماليه,Arar,Residential,664,14760.916955,شقة - سكني
2020Q4,2020,4,الحدود الشماليه,Arar,Residential,2,43000.0,فيلا - سكني
2020Q4,2020,4,الحدود الشماليه,Arar,Commercial,292,418.497565,محل - تجاري
2020Q4,2020,4,الحدود الشماليه,Arar,Commercial,2,260.214345,معرض تجاري - تجاري
2020Q4,2020,4,الحدود الشماليه,Arar,Commercial,4,406.515252,مكتب - تجاري
2021Q1,2021,1,الحدود الشماليه,Arar,Residential,26,12312.0,استديو - سكني
2021Q1,2021,1,الحدود الشماليه,Arar,Residential,5,14460.0,دوبلاكس - سكني
2021Q1,2021,1,الحدود الشماليه,Arar,Residential,40,19077.387096,دور - سكني
2021Q1,2021,1,الحدود الشماليه,Arar,Residential,642,13776.817531,شقة - سكني
2021Q1,2021,1,الحدود الشماليه,Arar,Residential,2,16800.0,فيلا - سكني
2021Q1,2021,1,الحدود الشماليه,Arar,Commercial,232,434.034357,محل - تجاري
2021Q1,2021,1,الحدود الشماليه,Arar,Commercial,1,125.0,معرض تجاري - تجاري
2021Q1,2021,1,الحدود الشماليه,Arar,Commercial,4,289.80392,مكتب - تجاري
2021Q2,2021,2,الحدود الشماليه,Arar,Residential,16,10968.75,استديو - سكني
2021Q2,2021,2,الحدود الشماليه,Arar,Residential,2,15600.0,دوبلاكس - سكني
2021Q2,2021,2,الحدود الشماليه,Arar,Residential,11,16920.0,دور - سكني
2021Q2,2021,2,الحدود الشماليه,Arar,Residential,350,14556.830388,شقة - سكني
2021Q2,2021,2,الحدود الشماليه,Arar,Commercial,115,473.495892,محل - تجاري
2021Q2,2021,2,الحدود الشماليه,Arar,Commercial,4,270.452382,مكتب - تجاري
2021Q3,2021,3,الحدود الشماليه,Arar,Residential,18,11152.941176,استديو - سكني
2021Q3,2021,3,الحدود الشماليه,Arar,Residential,3,25800.0,دوبلاكس - سكني
2021Q3,2021,3,الحدود الشماليه,Arar,Residential,65,20302.979166,دور - سكني
2021Q3,2021,3,الحدود الشماليه,Arar,Residential,633,14936.27768,شقة - سكني
2021Q3,2021,3,الحدود الشماليه,Arar,Residential,7,27971.428571,فيلا - سكني
2021Q3,2021,3,الحدود الشماليه,Arar,Commercial,226,416.946609,محل - تجاري
2021Q3,2021,3,الحدود الشماليه,Arar,Commercial,13,687.228599,معرض تجاري - تجاري
2021Q3,2021,3,الحدود الشماليه,Arar,Commercial,4,1123.613775,مكتب - تجاري
2021Q4,2021,4,الحدود الشماليه,Arar,Residential,15,15300.0,استديو - سكني
2021Q4,2021,4,الحدود الشماليه,Arar,Residential,1,25200.0,دوبلاكس - سكني
2021Q4,2021,4,الحدود الشماليه,Arar,Residential,46,18538.054054,دور - سكني
2021Q4,2021,4,الحدود الشماليه,Arar,Residential,703,14861.378761,شقة - سكني
2021Q4,2021,4,الحدود الشماليه,Arar,Residential,5,24796.2,فيلا - سكني
2021Q4,2021,4,الحدود الشماليه,Arar,Commercial,258,421.857854,محل - تجاري
2021Q4,2021,4,الحدود الشماليه,Arar,Commercial,15,504.948278,معرض تجاري - تجاري
2021Q4,2021,4,الحدود الشماليه,Arar,Commercial,4,225.454545,مكتب - تجاري
2022Q1,2022,1,الحدود الشماليه,Arar,Residential,18,12750.0,استديو - سكني
2022Q1,2022,1,الحدود الشماليه,Arar,Residential,3,16800.0,دوبلاكس - سكني
2022Q1,2022,1,الحدود الشماليه,Arar,Residential,55,16993.617021,دور - سكني
2022Q1,2022,1,الحدود الشماليه,Arar,Residential,860,14474.453333,شقة - سكني
2022Q1,2022,1,الحدود الشماليه,Arar,Residential,2,13500.0,فيلا - سكني
2022Q1,2022,1,الحدود الشماليه,Arar,Commercial,317,453.424004,محل - تجاري
2022Q1,2022,1,الحدود الشماليه,Arar,Commercial,32,1153.411879,معرض تجاري - تجاري
2022Q1,2022,1,الحدود الشماليه,Arar,Commercial,7,225.037592,مكتب - تجاري
2022Q2,2022,2,الحدود الشماليه,Arar,Residential,18,12728.571428,استديو - سكني
2022Q2,2022,2,الحدود الشماليه,Arar,Residential,1,14400.0,دوبلاكس - سكني
2022Q2,2022,2,الحدود الشماليه,Arar,Residential,62,15547.368421,دور - سكني
2022Q2,2022,2,الحدود الشماليه,Arar,Residential,870,13859.801136,شقة - سكني
2022Q2,2022,2,الحدود الشماليه,Arar,Residential,2,24900.0,فيلا - سكني
2022Q2,2022,2,الحدود الشماليه,Arar,Commercial,284,445.388725,محل - تجاري
2022Q2,2022,2,الحدود الشماليه,Arar,Commercial,27,1573.552377,معرض تجاري - تجاري
2022Q2,2022,2,الحدود الشماليه,Arar,Commercial,5,320.964286,مكتب - تجاري
2022Q3,2022,3,الحدود الشماليه,Arar,Residential,59,11124.074074,استديو - سكني
2022Q3,2022,3,الحدود الشماليه,Arar,Residential,139,15810.0,دور - سكني
2022Q3,2022,3,الحدود الشماليه,Arar,Residential,2685,13087.658382,شقة - سكني
2022Q3,2022,3,الحدود الشماليه,Arar,Residential,5,17700.0,فيلا - سكني
2022Q3,2022,3,الحدود الشماليه,Arar,Commercial,408,437.844205,محل - تجاري
2022Q3,2022,3,الحدود الشماليه,Arar,Commercial,22,1118.905043,معرض تجاري - تجاري
2022Q3,2022,3,الحدود الشماليه,Arar,Commercial,7,194.104567,مكتب - تجاري
2022Q4,2022,4,الحدود الشماليه,Arar,Residential,59,12015.789473,استديو - سكني
2022Q4,2022,4,الحدود الشماليه,Arar,Residential,8,20100.0,دوبلاكس - سكني
2022Q4,2022,4,الحدود الشماليه,Arar,Residential,98,16682.352941,دور - سكني
2022Q4,2022,4,الحدود الشماليه,Arar,Residential,2496,12302.897006,شقة - سكني
2022Q4,2022,4,الحدود الشماليه,Arar,Residential,9,30222.222222,فيلا - سكني
2022Q4,2022,4,الحدود الشماليه,Arar,Commercial,599,412.979466,محل - تجاري
2022Q4,2022,4,الحدود الشماليه,Arar,Commercial,20,867.941844,معرض تجاري - تجاري
2022Q4,2022,4,الحدود الشماليه,Arar,Commercial,12,668.321347,مكتب - تجاري
2023Q1,2023,1,الحدود الشماليه,Arar,Residential,80,12554.716981,استديو - سكني
2023Q1,2023,1,الحدود الشماليه,Arar,Residential,4,17550.0,دوبلاكس - سكني
2023Q1,2023,1,الحدود الشماليه,Arar,Residential,83,18538.888888,دور - سكني
2023Q1,2023,1,الحدود الشماليه,Arar,Residential,2872,12609.655511,شقة - سكني
2023Q1,2023,1,الحدود الشماليه,Arar,Residential,11,26444.444444,فيلا - سكني
2023Q1,2023,1,الحدود الشماليه,Arar,Commercial,535,422.346594,محل - تجاري
2023Q1,2023,1,الحدود الشماليه,Arar,Commercial,29,891.021592,معرض تجاري - تجاري
2023Q1,2023,1,الحدود الشماليه,Arar,Commercial,14,264.766096,مكتب - تجاري
2023Q2,2023,2,الحدود الشماليه,Arar,Residential,96,9535.211267,استديو - سكني
2023Q2,2023,2,الحدود الشماليه,Arar,Residential,11,17133.333333,دوبلاكس - سكني
2023Q2,2023,2,الحدود الشماليه,Arar,Residential,93,17950.684931,دور - سكني
2023Q2,2023,2,الحدود الشماليه,Arar,Residential,2744,12160.668783,شقة - سكني
2023Q2,2023,2,الحدود الشماليه,Arar,Residential,3,37666.666666,فيلا - سكني
2023Q2,2023,2,الحدود الشماليه,Arar,Commercial,585,432.994718,محل - تجاري
2023Q2,2023,2,الحدود الشماليه,Arar,Commercial,27,1427.911168,معرض تجاري - تجاري
2023Q2,2023,2,الحدود الشماليه,Arar,Commercial,4,1164.138887,مكتب - تجاري
2023Q3,2023,3,الحدود الشماليه,Arar,Residential,161,10660.967741,استديو - سكني
2023Q3,2023,3,الحدود الشماليه,Arar,Residential,3,25600.0,دوبلاكس - سكني
2023Q3,2023,3,الحدود الشماليه,Arar,Residential,134,17851.485148,دور - سكني
2023Q3,2023,3,الحدود الشماليه,Arar,Residential,3631,12398.48459,شقة - سكني
2023Q3,2023,3,الحدود الشماليه,Arar,Residential,13,31650.0,فيلا - سكني
2023Q3,2023,3,الحدود الشماليه,Arar,Commercial,831,444.633927,محل - تجاري
2023Q3,2023,3,الحدود الشماليه,Arar,Commercial,19,1169.48389,معرض تجاري - تجاري
2023Q3,2023,3,الحدود الشماليه,Arar,Commercial,21,296.341791,مكتب - تجاري
2023Q4,2023,4,الحدود الشماليه,Arar,Residential,80,12789.393939,استديو - سكني
2023Q4,2023,4,الحدود الشماليه,Arar,Residential,7,22500.0,دوبلاكس - سكني
2023Q4,2023,4,الحدود الشماليه,Arar,Residential,173,17339.705882,دور - سكني
2023Q4,2023,4,الحدود الشماليه,Arar,Residential,4068,13200.528788,شقة - سكني
2023Q4,2023,4,الحدود الشماليه,Arar,Residential,21,24490.0,فيلا - سكني
2023Q4,2023,4,الحدود الشماليه,Arar,Commercial,751,416.949208,محل - تجاري
2023Q4,2023,4,الحدود الشماليه,Arar,Commercial,38,854.225686,معرض تجاري - تجاري
2023Q4,2023,4,الحدود الشماليه,Arar,Commercial,12,287.666741,مكتب - تجاري
2024Q1,2024,1,الحدود الشماليه,Arar,Residential,79,13982.689655,استديو - سكني
2024Q1,2024,1,الحدود الشماليه,Arar,Residential,8,18300.0,دوبلاكس - سكني
2024Q1,2024,1,الحدود الشماليه,Arar,Residential,172,16375.0,دور - سكني
2024Q1,2024,1,الحدود الشماليه,Arar,Residential,3855,14344.120258,شقة - سكني
2024Q1,2024,1,الحدود الشماليه,Arar,Residential,15,22830.76923,فيلا - سكني
2024Q1,2024,1,الحدود الشماليه,Arar,Commercial,857,428.82328,محل - تجاري
2024Q1,2024,1,الحدود الشماليه,Arar,Commercial,21,1252.080513,معرض تجاري - تجاري
2024Q1,2024,1,الحدود الشماليه,Arar,Commercial,16,246.34637,مكتب - تجاري
2024Q2,2024,2,الحدود الشماليه,Arar,Residential,64,12558.490566,استديو - سكني
2024Q2,2024,2,الحدود الشماليه,Arar,Residential,2,20500.0,دوبلاكس - سكني
2024Q2,2024,2,الحدود الشماليه,Arar,Residential,96,18744.871794,دور - سكني
2024Q2,2024,2,الحدود الشماليه,Arar,Residential,3149,14467.831823,شقة - سكني
2024Q2,2024,2,الحدود الشماليه,Arar,Residential,13,29966.666666,فيلا - سكني
2024Q2,2024,2,الحدود الشماليه,Arar,Commercial,655,421.489968,محل - تجاري
2024Q2,2024,2,الحدود الشماليه,Arar,Commercial,33,1831.576057,معرض تجاري - تجاري
2024Q2,2024,2,الحدود الشماليه,Arar,Commercial,15,216.50272,مكتب - تجاري
2024Q3,2024,3,الحدود الشماليه,Arar,Residential,109,13727.906976,استديو - سكني
2024Q3,2024,3,الحدود الشماليه,Arar,Residential,5,21120.0,دوبلاكس - سكني
2024Q3,2024,3,الحدود الشماليه,Arar,Residential,154,17783.636363,دور - سكني
2024Q3,2024,3,الحدود الشماليه,Arar,Residential,4212,14843.891414,شقة - سكني
2024Q3,2024,3,الحدود الشماليه,Arar,Residential,12,24760.0,فيلا - سكني
2024Q3,2024,3,الحدود الشماليه,Arar,Commercial,846,444.001079,محل - تجاري
2024Q3,2024,3,الحدود الشماليه,Arar,Commercial,18,1219.219241,معرض تجاري - تجاري
2024Q3,2024,3,الحدود الشماليه,Arar,Commercial,13,256.320845,مكتب - تجاري
2024Q4,2024,4,الحدود الشماليه,Arar,Residential,95,12043.373493,استديو - سكني
2024Q4,2024,4,الحدود الشماليه,Arar,Residential,3,22400.0,دوبلاكس - سكني
2024Q4,2024,4,الحدود الشماليه,Arar,Residential,187,18340.140845,دور - سكني
2024Q4,2024,4,الحدود الشماليه,Arar,Residential,3416,14587.427023,شقة - سكني
2024Q4,2024,4,الحدود الشماليه,Arar,Residential,18,38475.0,فيلا - سكني
2024Q4,2024,4,الحدود الشماليه,Arar,Commercial,817,405.203822,محل - تجاري
2024Q4,2024,4,الحدود الشماليه,Arar,Commercial,43,1369.284534,معرض تجاري - تجاري
2024Q4,2024,4,الحدود الشماليه,Arar,Commercial,19,258.849368,مكتب - تجاري
2019Q1,2019,1,جازان,Jazan,Residential,26,16572.727272,استديو - سكني
2019Q1,2019,1,جازان,Jazan,Residential,2,16200.0,دوبلاكس - سكني
2019Q1,2019,1,جازان,Jazan,Residential,10,27172.625,دور - سكني
2019Q1,2019,1,جازان,Jazan,Residential,727,19456.344086,شقة - سكني
2019Q1,2019,1,جازان,Jazan,Residential,1,21600.0,فيلا - سكني
2019Q1,2019,1,جازان,Jazan,Commercial,8,327.294372,محل - تجاري
2019Q2,2019,2,جازان,Jazan,Residential,20,12126.315789,استديو - سكني
2019Q2,2019,2,جازان,Jazan,Residential,6,31483.333333,دور - سكني
2019Q2,2019,2,جازان,Jazan,Residential,961,19720.487341,شقة - سكني
2019Q2,2019,2,جازان,Jazan,Commercial,14,691.935607,محل - تجاري
2019Q3,2019,3,جازان,Jazan,Residential,44,14471.428571,استديو - سكني
2019Q3,2019,3,جازان,Jazan,Residential,6,30223.833333,دوبلاكس - سكني
2019Q3,2019,3,جازان,Jazan,Residential,6,21753.333333,دور - سكني
2019Q3,2019,3,جازان,Jazan,Residential,1319,19659.092881,شقة - سكني
2019Q3,2019,3,جازان,Jazan,Commercial,62,634.210925,محل - تجاري
2019Q3,2019,3,جازان,Jazan,Commercial,9,396.260164,مكتب - تجاري
2019Q4,2019,4,جازان,Jazan,Residential,43,15282.051282,استديو - سكني
2019Q4,2019,4,جازان,Jazan,Residential,1,18000.0,دوبلاكس - سكني
2019Q4,2019,4,جازان,Jazan,Residential,12,29040.0,دور - سكني
2019Q4,2019,4,جازان,Jazan,Residential,1256,18709.715213,شقة - سكني
2019Q4,2019,4,جازان,Jazan,Residential,2,52000.0,فيلا - سكني
2019Q4,2019,4,جازان,Jazan,Commercial,105,670.352362,محل - تجاري
2019Q4,2019,4,جازان,Jazan,Commercial,12,402.752526,مكتب - تجاري
2020Q1,2020,1,جازان,Jazan,Residential,57,18635.897435,استديو - سكني
2020Q1,2020,1,جازان,Jazan,Residential,5,51120.0,دوبلاكس - سكني
2020Q1,2020,1,جازان,Jazan,Residential,14,29450.0,دور - سكني
2020Q1,2020,1,جازان,Jazan,Residential,1341,19022.466445,شقة - سكني
2020Q1,2020,1,جازان,Jazan,Residential,1,32400.0,فيلا - سكني
2020Q1,2020,1,جازان,Jazan,Commercial,88,758.40387,محل - تجاري
2020Q1,2020,1,جازان,Jazan,Commercial,1,373.85174,معرض تجاري - تجاري
2020Q1,2020,1,جازان,Jazan,Commercial,28,390.041311,مكتب - تجاري
2020Q2,2020,2,جازان,Jazan,Residential,38,13347.142857,استديو - سكني
2020Q2,2020,2,جازان,Jazan,Residential,3,22466.666666,دوبلاكس - سكني
2020Q2,2020,2,جازان,Jazan,Residential,9,24000.0,دور - سكني
2020Q2,2020,2,جازان,Jazan,Residential,1177,18687.990243,شقة - سكني
2020Q2,2020,2,جازان,Jazan,Residential,2,30600.0,فيلا - سكني
2020Q2,2020,2,جازان,Jazan,Commercial,85,644.732256,محل - تجاري
2020Q2,2020,2,جازان,Jazan,Commercial,7,318.564815,مكتب - تجاري
2020Q3,2020,3,جازان,Jazan,Residential,73,13332.394366,استديو - سكني
2020Q3,2020,3,جازان,Jazan,Residential,4,36590.5,دوبلاكس - سكني
2020Q3,2020,3,جازان,Jazan,Residential,15,32257.142857,دور - سكني
2020Q3,2020,3,جازان,Jazan,Residential,2023,18528.137831,شقة - سكني
2020Q3,2020,3,جازان,Jazan,Residential,1,40000.0,فيلا - سكني
2020Q3,2020,3,جازان,Jazan,Commercial,175,725.814774,محل - تجاري
2020Q3,2020,3,جازان,Jazan,Commercial,106,563.524974,مكتب - تجاري
2020Q4,2020,4,جازان,Jazan,Residential,58,14184.0,استديو - سكني
2020Q4,2020,4,جازان,Jazan,Residential,5,31868.333333,دوبلاكس - سكني
2020Q4,2020,4,جازان,Jazan,Residential,21,41655.0,دور - سكني
2020Q4,2020,4,جازان,Jazan,Residential,1936,18708.011083,شقة - سكني
2020Q4,2020,4,جازان,Jazan,Residential,8,27714.333333,فيلا - سكني
2020Q4,2020,4,جازان,Jazan,Commercial,282,728.09283,محل - تجاري
2020Q4,2020,4,جازان,Jazan,Commercial,1,410.55719,معرض تجاري - تجاري
2020Q4,2020,4,جازان,Jazan,Commercial,33,490.166566,مكتب - تجاري
2021Q1,2021,1,جازان,Jazan,Residential,91,13745.833333,استديو - سكني
2021Q1,2021,1,جازان,Jazan,Residential,5,30450.0,دوبلاكس - سكني
2021Q1,2021,1,جازان,Jazan,Residential,20,26475.352941,دور - سكني
2021Q1,2021,1,جازان,Jazan,Residential,1981,18557.773866,شقة - سكني
2021Q1,2021,1,جازان,Jazan,Residential,1,60000.0,فيلا - سكني
2021Q1,2021,1,جازان,Jazan,Commercial,251,664.379315,محل - تجاري
2021Q1,2021,1,جازان,Jazan,Commercial,2,620.90164,معرض تجاري - تجاري
2021Q1,2021,1,جازان,Jazan,Commercial,35,409.89673,مكتب - تجاري
2021Q2,2021,2,جازان,Jazan,Residential,41,12964.705882,استديو - سكني
2021Q2,2021,2,جازان,Jazan,Residential,2,22500.0,دوبلاكس - سكني
2021Q2,2021,2,جازان,Jazan,Residential,7,21257.0,دور - سكني
2021Q2,2021,2,جازان,Jazan,Residential,993,18818.691925,شقة - سكني
2021Q2,2021,2,جازان,Jazan,Residential,3,26733.333333,فيلا - سكني
2021Q2,2021,2,جازان,Jazan,Commercial,192,757.588437,محل - تجاري
2021Q2,2021,2,جازان,Jazan,Commercial,1,125.0,معرض تجاري - تجاري
2021Q2,2021,2,جازان,Jazan,Commercial,25,378.720239,مكتب - تجاري
2021Q3,2021,3,جازان,Jazan,Residential,128,13029.441176,استديو - سكني
2021Q3,2021,3,جازان,Jazan,Residential,27,37275.052631,دور - سكني
2021Q3,2021,3,جازان,Jazan,Residential,1983,19103.521472,شقة - سكني
2021Q3,2021,3,جازان,Jazan,Residential,5,36200.0,فيلا - سكني
2021Q3,2021,3,جازان,Jazan,Commercial,378,902.129429,محل - تجاري
2021Q3,2021,3,جازان,Jazan,Commercial,43,550.032326,معرض تجاري - تجاري
2021Q3,2021,3,جازان,Jazan,Commercial,53,508.882487,مكتب - تجاري
2021Q4,2021,4,جازان,Jazan,Residential,63,13059.649122,استديو - سكني
2021Q4,2021,4,جازان,Jazan,Residential,7,39734.714285,دوبلاكس - سكني
2021Q4,2021,4,جازان,Jazan,Residential,30,26491.260869,دور - سكني
2021Q4,2021,4,جازان,Jazan,Residential,2666,18733.230659,شقة - سكني
2021Q4,2021,4,جازان,Jazan,Residential,6,35280.75,فيلا - سكني
2021Q4,2021,4,جازان,Jazan,Commercial,481,805.920972,محل - تجاري
2021Q4,2021,4,جازان,Jazan,Commercial,162,555.307633,معرض تجاري - تجاري
2021Q4,2021,4,جازان,Jazan,Commercial,99,403.794431,مكتب - تجاري
2022Q1,2022,1,جازان,Jazan,Residential,88,14306.896551,استديو - سكني
2022Q1,2022,1,جازان,Jazan,Residential,6,20916.666666,دوبلاكس - سكني
2022Q1,2022,1,جازان,Jazan,Residential,41,25113.157894,دور - سكني
2022Q1,2022,1,جازان,Jazan,Residential,2830,18445.502976,شقة - سكني
2022Q1,2022,1,جازان,Jazan,Residential,14,36925.0,فيلا - سكني
2022Q1,2022,1,جازان,Jazan,Commercial,816,793.464128,محل - تجاري
2022Q1,2022,1,جازان,Jazan,Commercial,55,695.24391,معرض تجاري - تجاري
2022Q1,2022,1,جازان,Jazan,Commercial,80,362.746214,مكتب - تجاري
2022Q2,2022,2,جازان,Jazan,Residential,58,12907.234042,استديو - سكني
2022Q2,2022,2,جازان,Jazan,Residential,1,19200.0,دوبلاكس - سكني
2022Q2,2022,2,جازان,Jazan,Residential,43,30730.594594,دور - سكني
2022Q2,2022,2,جازان,Jazan,Residential,2758,18202.693868,شقة - سكني
2022Q2,2022,2,جازان,Jazan,Residential,2,36000.0,فيلا - سكني
2022Q2,2022,2,جازان,Jazan,Commercial,687,766.078047,محل - تجاري
2022Q2,2022,2,جازان,Jazan,Commercial,40,820.204021,معرض تجاري - تجاري
2022Q2,2022,2,جازان,Jazan,Commercial,53,392.922022,مكتب - تجاري
2022Q3,2022,3,جازان,Jazan,Residential,214,11844.093567,استديو - سكني
2022Q3,2022,3,جازان,Jazan,Residential,4,30250.0,دوبلاكس - سكني
2022Q3,2022,3,جازان,Jazan,Residential,54,26965.625,دور - سكني
2022Q3,2022,3,جازان,Jazan,Residential,5640,16641.050739,شقة - سكني
2022Q3,2022,3,جازان,Jazan,Residential,25,32147.826086,فيلا - سكني
2022Q3,2022,3,جازان,Jazan,Commercial,666,838.076633,محل - تجاري
2022Q3,2022,3,جازان,Jazan,Commercial,46,574.162323,معرض تجاري - تجاري
2022Q3,2022,3,جازان,Jazan,Commercial,99,394.140476,مكتب - تجاري
2022Q4,2022,4,جازان,Jazan,Residential,157,12415.966386,استديو - سكني
2022Q4,2022,4,جازان,Jazan,Residential,7,29771.428571,دوبلاكس - سكني
2022Q4,2022,4,جازان,Jazan,Residential,64,29938.888888,دور - سكني
2022Q4,2022,4,جازان,Jazan,Residential,5866,15585.278589,شقة - سكني
2022Q4,2022,4,جازان,Jazan,Residential,36,41680.0,فيلا - سكني
2022Q4,2022,4,جازان,Jazan,Commercial,780,829.166953,محل - تجاري
2022Q4,2022,4,جازان,Jazan,Commercial,75,742.30483,معرض تجاري - تجاري
2022Q4,2022,4,جازان,Jazan,Commercial,87,396.594649,مكتب - تجاري
2023Q1,2023,1,جازان,Jazan,Residential,178,13248.396946,استديو - سكني
2023Q1,2023,1,جازان,Jazan,Residential,2,19800.0,دوبلاكس - سكني
2023Q1,2023,1,جازان,Jazan,Residential,56,21893.181818,دور - سكني
2023Q1,2023,1,جازان,Jazan,Residential,6391,15284.654482,شقة - سكني
2023Q1,2023,1,جازان,Jazan,Residential,32,33752.173913,فيلا - سكني
2023Q1,2023,1,جازان,Jazan,Commercial,868,807.896973,محل - تجاري
2023Q1,2023,1,جازان,Jazan,Commercial,28,580.928089,معرض تجاري - تجاري
2023Q1,2023,1,جازان,Jazan,Commercial,99,388.156324,مكتب - تجاري
2023Q2,2023,2,جازان,Jazan,Residential,211,10250.980392,استديو - سكني
2023Q2,2023,2,جازان,Jazan,Residential,3,18800.0,دوبلاكس - سكني
2023Q2,2023,2,جازان,Jazan,Residential,64,32378.846153,دور - سكني
2023Q2,2023,2,جازان,Jazan,Residential,6676,14323.518185,شقة - سكني
2023Q2,2023,2,جازان,Jazan,Residential,23,40735.0,فيلا - سكني
2023Q2,2023,2,جازان,Jazan,Commercial,875,756.558952,محل - تجاري
2023Q2,2023,2,جازان,Jazan,Commercial,46,650.334267,معرض تجاري - تجاري
2023Q2,2023,2,جازان,Jazan,Commercial,66,376.338207,مكتب - تجاري
2023Q3,2023,3,جازان,Jazan,Residential,281,10977.556561,استديو - سكني
2023Q3,2023,3,جازان,Jazan,Residential,5,22880.0,دوبلاكس - سكني
2023Q3,2023,3,جازان,Jazan,Residential,94,23596.078431,دور - سكني
2023Q3,2023,3,جازان,Jazan,Residential,7393,15977.529401,شقة - سكني
2023Q3,2023,3,جازان,Jazan,Residential,46,37987.878787,فيلا - سكني
2023Q3,2023,3,جازان,Jazan,Commercial,807,791.177184,محل - تجاري
2023Q3,2023,3,جازان,Jazan,Commercial,96,761.888064,معرض تجاري - تجاري
2023Q3,2023,3,جازان,Jazan,Commercial,83,361.029903,مكتب - تجاري
2023Q4,2023,4,جازان,Jazan,Residential,141,13205.094339,استديو - سكني
2023Q4,2023,4,جازان,Jazan,Residential,5,25720.0,دوبلاكس - سكني
2023Q4,2023,4,جازان,Jazan,Residential,94,24458.163636,دور - سكني
