quarter_key,year,quarter,region_ar,city,property_type,sales_transactions,market_value,avg_price_m2,rental_contracts,avg_rent,region,population,avg_income,inflation_rate,repo_rate
2019Q1,2019,1,منطقة مكة المكرمة,Makkah,Residential,178.0,1047057855.66,4124.915599388489,,,Makkah,2427924,10141.0,-2.09,3.0
2019Q1,2019,1,منطقة نجران,Najran,Commercial,,,,2.0,1196.969695,Najran,421902,7969.0,-2.09,3.0
2019Q1,2019,1,منطقة نجران,Najran,Residential,,,,282.0,14933.749943280143,Najran,421902,7969.0,-2.09,3.0
2019Q2,2019,2,منطقة الباحة,Al Bahah,Residential,,,,196.0,16643.07915551531,Al Bahah,90515,11348.0,-2.09,3.0
2019Q2,2019,2,منطقة الجوف,Sakaka,Commercial,,,,34.0,339.2009862941176,Al Jouf,236669,10686.0,-2.09,3.0
2019Q2,2019,2,منطقة الجوف,Sakaka,Residential,,,,295.0,14029.082808427118,Al Jouf,236669,10686.0,-2.09,3.0
2019Q2,2019,2,منطقة الحدود الشماليه,Arar,Commercial,,,,7.0,475.466666,Northern Borders,202719,,-2.09,3.0
2019Q2,2019,2,منطقة الحدود الشماليه,Arar,Residential,,,,184.0,16849.15807597826,Northern Borders,202719,,-2.09,3.0
2019Q2,2019,2,منطقة الرياض,Riyadh,Commercial,,,,921.0,511.161845558089,Riyadh,7009120,14990.0,-2.09,3.0
2019Q2,2019,2,منطقة الرياض,Riyadh,Residential,,,,29134.0,22160.256915458776,Riyadh,7009120,14990.0,-2.09,3.0
2019Q2,2019,2,منطقة القصيم,Buraidah,Commercial,,,,21.0,248.407054,Al Qassim,677647,10081.0,-2.09,3.0
2019Q2,2019,2,منطقة القصيم,Buraidah,Residential,,,,927.0,12364.264224641856,Al Qassim,677647,10081.0,-2.09,3.0
2019Q2,2019,2,منطقة المدينة المنورة,Madinah,Commercial,,,,68.0,474.84166973529415,Madinah,1477047,9723.0,-2.09,3.0
2019Q2,2019,2,منطقة المدينة المنورة,Madinah,Residential,,,,2866.0,17094.303059940685,Madinah,1477047,9723.0,-2.09,3.0
2019Q2,2019,2,المنطقة الشرقية,Dammam,Commercial,120.0,256467624.47,1666.8890031230767,150.0,474.31995765333335,Eastern Province,1532326,11775.0,-2.09,3.0
2019Q2,2019,2,المنطقة الشرقية,Dammam,Residential,1475.0,3551852032.01,2849.0653554171554,7286.0,18446.731259433986,Eastern Province,1532326,11775.0,-2.09,3.0
2019Q2,2019,2,المنطقة الشرقية,Khobar,Commercial,,,,69.0,503.5236252463768,Eastern Province,658550,11775.0,-2.09,3.0
2019Q2,2019,2,المنطقة الشرقية,Khobar,Residential,13.0,8932056.72,3816.817779,3936.0,22057.283120963413,Eastern Province,658550,11775.0,-2.09,3.0
2019Q2,2019,2,منطقة تبوك,Tabuk,Commercial,,,,50.0,578.1157950400001,Tabuk,623665,11127.0,-2.09,3.0
2019Q2,2019,2,منطقة تبوك,Tabuk,Residential,,,,1155.0,17213.14564242511,Tabuk,623665,11127.0,-2.09,3.0
2019Q2,2019,2,منطقة جازان,Jazan,Commercial,,,,14.0,691.935607,Jazan,200911,10763.0,-2.09,3.0
2019Q2,2019,2,منطقة جازان,Jazan,Residential,,,,987.0,19638.110081539005,Jazan,200911,10763.0,-2.09,3.0
2019Q2,2019,2,منطقة حائل,Hail,Commercial,,,,49.0,411.65796757142857,Hail,498575,9269.0,-2.09,3.0
2019Q2,2019,2,منطقة حائل,Hail,Residential,,,,830.0,14412.892000003614,Hail,498575,9269.0,-2.09,3.0
2019Q2,2019,2,منطقة عسير,Abha,Commercial,,,,10.0,666.1453288,Aseer,422243,11264.0,-2.09,3.0
2019Q2,2019,2,منطقة عسير,Abha,Residential,,,,561.0,20010.36705441889,Aseer,422243,11264.0,-2.09,3.0
2019Q2,2019,2,منطقة مكة المكرمة,Jeddah,Commercial,,,,460.0,677.68965275,Makkah,3751722,10141.0,-2.09,3.0
2019Q2,2019,2,منطقة مكة المكرمة,Jeddah,Residential,,,,18532.0,22030.66380875243,Makkah,3751722,10141.0,-2.09,3.0
2019Q2,2019,2,منطقة مكة المكرمة,Makkah,Commercial,,,,285.0,565.7300553403508,Makkah,2427924,10141.0,-2.09,3.0
2019Q2,2019,2,منطقة مكة المكرمة,Makkah,Residential,,,,3519.0,18158.429828167093,Makkah,2427924,10141.0,-2.09,3.0
2019Q2,2019,2,منطقة الرياض,Riyadh,Commercial,737.0,3676702386.56,1657.0503979350428,,,Riyadh,7009120,14990.0,-2.09,3.0
2019Q2,2019,2,منطقة الرياض,Riyadh,Residential,11234.0,10338173456.78,1800.8224580172257,,,Riyadh,7009120,14990.0,-2.09,3.0
2019Q2,2019,2,منطقة المدينة المنورة,Madinah,Commercial,54.0,49980813.66,1083.7587245714285,,,Madinah,1477047,9723.0,-2.09,3.0
2019Q2,2019,2,منطقة المدينة المنورة,Madinah,Residential,420.0,267896773.86,1376.605405934605,,,Madinah,1477047,9723.0,-2.09,3.0
2019Q2,2019,2,منطقة تبوك,Tabuk,Commercial,500.0,231418960.84,487.7254328523909,,,Tabuk,623665,11127.0,-2.09,3.0
2019Q2,2019,2,منطقة تبوك,Tabuk,Residential,577.0,209879690.08,668.2188961198347,,,Tabuk,623665,11127.0,-2.09,3.0
2019Q2,2019,2,منطقة جازان,Jazan,Commercial,20.0,19068900.0,,,,Jazan,200911,10763.0,-2.09,3.0
2019Q2,2019,2,منطقة جازان,Jazan,Residential,162.0,66647311.14,457.6560081642857,,,Jazan,200911,10763.0,-2.09,3.0
2019Q2,2019,2,منطقة حائل,Hail,Residential,1.0,949070.4,,,,Hail,498575,9269.0,-2.09,3.0
2019Q2,2019,2,منطقة مكة المكرمة,Jeddah,Commercial,500.0,2612021547.58,1444.4332416231885,,,Makkah,3751722,10141.0,-2.09,3.0
2019Q2,2019,2,منطقة مكة المكرمة,Jeddah,Residential,5126.0,4755180388.84,2380.184175166059,,,Makkah,3751722,10141.0,-2.09,3.0
2019Q2,2019,2,منطقة مكة المكرمة,Makkah,Commercial,2.0,5400000.0,,,,Makkah,2427924,10141.0,-2.09,3.0
2019Q2,2019,2,منطقة مكة المكرمة,Makkah,Residential,183.0,215367570.89,3047.590260588709,,,Makkah,2427924,10141.0,-2.09,3.0
2019Q2,2019,2,منطقة نجران,Najran,Commercial,,,,1.0,369.23077,Najran,421902,7969.0,-2.09,3.0
2019Q2,2019,2,منطقة نجران,Najran,Residential,,,,256.0,17410.601917511718,Najran,421902,7969.0,-2.09,3.0
2019Q3,2019,3,منطقة الباحة,Al Bahah,Commercial,,,,18.0,524.95964,Al Bahah,90515,11348.0,-2.09,2.5
2019Q3,2019,3,منطقة الباحة,Al Bahah,Residential,,,,212.0,16331.610878575471,Al Bahah,90515,11348.0,-2.09,2.5
2019Q3,2019,3,منطقة الجوف,Sakaka,Commercial,,,,171.0,449.9940618596492,Al Jouf,236669,10686.0,-2.09,2.5
2019Q3,2019,3,منطقة الجوف,Sakaka,Residential,,,,747.0,13019.30774317403,Al Jouf,236669,10686.0,-2.09,2.5
2019Q3,2019,3,منطقة الحدود الشماليه,Arar,Commercial,,,,22.0,528.7732877272728,Northern Borders,202719,,-2.09,2.5
2019Q3,2019,3,منطقة الحدود الشماليه,Arar,Residential,,,,287.0,16973.62548132056,Northern Borders,202719,,-2.09,2.5
2019Q3,2019,3,منطقة الرياض,Riyadh,Commercial,,,,2317.0,469.4619314669831,Riyadh,7009120,14990.0,-2.09,2.5
2019Q3,2019,3,منطقة الرياض,Riyadh,Residential,,,,38677.0,22272.44642761352,Riyadh,7009120,14990.0,-2.09,2.5
2019Q3,2019,3,منطقة القصيم,Buraidah,Commercial,,,,72.0,316.0797577777778,Al Qassim,677647,10081.0,-2.09,2.5
2019Q3,2019,3,منطقة القصيم,Buraidah,Residential,,,,1446.0,12662.291112204011,Al Qassim,677647,10081.0,-2.09,2.5
2019Q3,2019,3,منطقة المدينة المنورة,Madinah,Commercial,,,,357.0,544.683085254902,Madinah,1477047,9723.0,-2.09,2.5
2019Q3,2019,3,منطقة المدينة المنورة,Madinah,Residential,,,,4524.0,17387.006847320954,Madinah,1477047,9723.0,-2.09,2.5
2019Q3,2019,3,المنطقة الشرقية,Dammam,Commercial,168.0,4761320917.89,5496.566319336065,318.0,477.566526591195,Eastern Province,1532326,11775.0,-2.09,2.5
2019Q3,2019,3,المنطقة الشرقية,Dammam,Residential,1621.0,5670823591.18,2554.7681517270903,9116.0,18423.35465817365,Eastern Province,1532326,11775.0,-2.09,2.5
2019Q3,2019,3,المنطقة الشرقية,Khobar,Commercial,,,,215.0,460.8428130697674,Eastern Province,658550,11775.0,-2.09,2.5
2019Q3,2019,3,المنطقة الشرقية,Khobar,Residential,12.0,10802575.07,3830.620661,4712.0,21247.882553998727,Eastern Province,658550,11775.0,-2.09,2.5
2019Q3,2019,3,منطقة تبوك,Tabuk,Commercial,,,,68.0,507.2948373676471,Tabuk,623665,11127.0,-2.09,2.5
2019Q3,2019,3,منطقة تبوك,Tabuk,Residential,,,,1472.0,16893.927602654214,Tabuk,623665,11127.0,-2.09,2.5
2019Q3,2019,3,منطقة جازان,Jazan,Commercial,,,,71.0,604.0481524788732,Jazan,200911,10763.0,-2.09,2.5
2019Q3,2019,3,منطقة جازان,Jazan,Residential,,,,1375.0,19548.326812479278,Jazan,200911,10763.0,-2.09,2.5
2019Q3,2019,3,منطقة حائل,Hail,Commercial,,,,169.0,465.7283795266272,Hail,498575,9269.0,-2.09,2.5
2019Q3,2019,3,منطقة حائل,Hail,Residential,,,,1194.0,14626.582971843383,Hail,498575,9269.0,-2.09,2.5
2019Q3,2019,3,منطقة عسير,Abha,Commercial,,,,52.0,629.6505417307692,Aseer,422243,11264.0,-2.09,2.5
2019Q3,2019,3,منطقة عسير,Abha,Residential,,,,722.0,19258.57151479917,Aseer,422243,11264.0,-2.09,2.5
2019Q3,2019,3,منطقة مكة المكرمة,Jeddah,Commercial,,,,992.0,707.9903271048388,Makkah,3751722,10141.0,-2.09,2.5
2019Q3,2019,3,منطقة مكة المكرمة,Jeddah,Residential,,,,23557.0,22020.172087514115,Makkah,3751722,10141.0,-2.09,2.5
2019Q3,2019,3,منطقة مكة المكرمة,Makkah,Commercial,,,,893.0,794.2969511791714,Makkah,2427924,10141.0,-2.09,2.5
2019Q3,2019,3,منطقة مكة المكرمة,Makkah,Residential,,,,5978.0,18426.336431508866,Makkah,2427924,10141.0,-2.09,2.5
2019Q3,2019,3,منطقة الجوف,Sakaka,Residential,1.0,266076.0,,,,Al Jouf,236669,10686.0,-2.09,2.5
2019Q3,2019,3,منطقة الرياض,Riyadh,Commercial,993.0,9628147400.65,1411.3281535646915,,,Riyadh,7009120,14990.0,-2.09,2.5
2019Q3,2019,3,منطقة الرياض,Riyadh,Residential,14232.0,14188832994.18,1465.3245648179145,,,Riyadh,7009120,14990.0,-2.09,2.5
2019Q3,2019,3,منطقة القصيم,Buraidah,Residential,5.0,845000.0,,,,Al Qassim,677647,10081.0,-2.09,2.5
2019Q3,2019,3,منطقة المدينة المنورة,Madinah,Commercial,65.0,157666097.01,880.5658322608696,,,Madinah,1477047,9723.0,-2.09,2.5
2019Q3,2019,3,منطقة المدينة المنورة,Madinah,Residential,609.0,420439070.05,1454.5781221516245,,,Madinah,1477047,9723.0,-2.09,2.5
2019Q3,2019,3,منطقة تبوك,Tabuk,Commercial,503.0,255947188.98,552.1011273859275,,,Tabuk,623665,11127.0,-2.09,2.5
2019Q3,2019,3,منطقة تبوك,Tabuk,Residential,663.0,239444066.64,584.7739050337838,,,Tabuk,623665,11127.0,-2.09,2.5
2019Q3,2019,3,منطقة جازان,Jazan,Commercial,46.0,27203133.28,492.4494206875,,,Jazan,200911,10763.0,-2.09,2.5
2019Q3,2019,3,منطقة جازان,Jazan,Residential,247.0,93899017.0,670.6379914454149,,,Jazan,200911,10763.0,-2.09,2.5
2019Q3,2019,3,منطقة حائل,Hail,Residential,3.0,1681853.44,,,,Hail,498575,9269.0,-2.09,2.5
2019Q3,2019,3,منطقة عسير,Abha,Residential,3.0,1500000.0,,,,Aseer,422243,11264.0,-2.09,2.5
2019Q3,2019,3,منطقة مكة المكرمة,Jeddah,Commercial,681.0,1680995147.35,1690.3085402730435,,,Makkah,3751722,10141.0,-2.09,2.5
2019Q3,2019,3,منطقة مكة المكرمة,Jeddah,Residential,6172.0,5500182641.42,2118.1986730441963,,,Makkah,3751722,10141.0,-2.09,2.5
2019Q3,2019,3,منطقة مكة المكرمة,Makkah,Commercial,14.0,89140000.0,,,,Makkah,2427924,10141.0,-2.09,2.5
2019Q3,2019,3,منطقة مكة المكرمة,Makkah,Residential,245.0,455206937.34,4101.367516317308,,,Makkah,2427924,10141.0,-2.09,2.5
2019Q3,2019,3,منطقة نجران,Najran,Commercial,,,,2.0,437.5,Najran,421902,7969.0,-2.09,2.5
2019Q3,2019,3,منطقة نجران,Najran,Residential,,,,543.0,16519.035564073663,Najran,421902,7969.0,-2.09,2.5
2019Q4,2019,4,منطقة الباحة,Al Bahah,Commercial,,,,32.0,469.4840175000001,Al Bahah,90515,11348.0,-2.09,2.25
2019Q4,2019,4,منطقة الباحة,Al Bahah,Residential,,,,299.0,14688.642776638795,Al Bahah,90515,11348.0,-2.09,2.25
2019Q4,2019,4,منطقة الجوف,Sakaka,Commercial,,,,384.0,451.5644446354167,Al Jouf,236669,10686.0,-2.09,2.25
2019Q4,2019,4,منطقة الجوف,Sakaka,Residential,,,,798.0,12361.07756954386,Al Jouf,236669,10686.0,-2.09,2.25
2019Q4,2019,4,منطقة الحدود الشماليه,Arar,Commercial,,,,27.0,386.7642192592593,Northern Borders,202719,,-2.09,2.25
2019Q4,2019,4,منطقة الحدود الشماليه,Arar,Residential,,,,407.0,15441.333945641278,Northern Borders,202719,,-2.09,2.25
2019Q4,2019,4,منطقة الرياض,Riyadh,Commercial,,,,3966.0,474.98412747882,Riyadh,7009120,14990.0,-2.09,2.25
2019Q4,2019,4,منطقة الرياض,Riyadh,Residential,,,,42164.0,21606.2706595648,Riyadh,7009120,14990.0,-2.09,2.25
2019Q4,2019,4,منطقة القصيم,Buraidah,Commercial,,,,114.0,349.91801631578954,Al Qassim,677647,10081.0,-2.09,2.25
2019Q4,2019,4,منطقة القصيم,Buraidah,Residential,,,,1537.0,11864.362513008458,Al Qassim,677647,10081.0,-2.09,2.25
2019Q4,2019,4,منطقة المدينة المنورة,Madinah,Commercial,,,,509.0,490.31349890569743,Madinah,1477047,9723.0,-2.09,2.25
2019Q4,2019,4,منطقة المدينة المنورة,Madinah,Residential,,,,4251.0,17000.797806527873,Madinah,1477047,9723.0,-2.09,2.25
2019Q4,2019,4,المنطقة الشرقية,Dammam,Commercial,199.0,946659636.83,1484.5473650364963,531.0,497.7737864387947,Eastern Province,1532326,11775.0,-2.09,2.25
2019Q4,2019,4,المنطقة الشرقية,Dammam,Residential,2190.0,2612203995.26,2632.30197713556,11490.0,17978.586703857007,Eastern Province,1532326,11775.0,-2.09,2.25
2019Q4,2019,4,المنطقة الشرقية,Khobar,Commercial,,,,312.0,465.5057273461539,Eastern Province,658550,11775.0,-2.09,2.25
2019Q4,2019,4,المنطقة الشرقية,Khobar,Residential,24.0,18993684.0,3765.937712,6629.0,21231.9808988579,Eastern Province,658550,11775.0,-2.09,2.25
2019Q4,2019,4,منطقة تبوك,Tabuk,Commercial,,,,171.0,513.1949421754385,Tabuk,623665,11127.0,-2.09,2.25
2019Q4,2019,4,منطقة تبوك,Tabuk,Residential,,,,2182.0,16469.780666271312,Tabuk,623665,11127.0,-2.09,2.25
2019Q4,2019,4,منطقة جازان,Jazan,Commercial,,,,117.0,642.9062249743589,Jazan,200911,10763.0,-2.09,2.25
2019Q4,2019,4,منطقة جازان,Jazan,Residential,,,,1314.0,18742.01713291781,Jazan,200911,10763.0,-2.09,2.25
2019Q4,2019,4,منطقة حائل,Hail,Commercial,,,,198.0,400.195168979798,Hail,498575,9269.0,-2.09,2.25
2019Q4,2019,4,منطقة حائل,Hail,Residential,,,,1342.0,14156.54815674963,Hail,498575,9269.0,-2.09,2.25
2019Q4,2019,4,منطقة عسير,Abha,Commercial,,,,61.0,794.3027407704918,Aseer,422243,11264.0,-2.09,2.25
2019Q4,2019,4,منطقة عسير,Abha,Residential,,,,725.0,18912.580944626206,Aseer,422243,11264.0,-2.09,2.25
2019Q4,2019,4,منطقة مكة المكرمة,Jeddah,Commercial,,,,1423.0,649.8370218468026,Makkah,3751722,10141.0,-2.09,2.25
2019Q4,2019,4,منطقة مكة المكرمة,Jeddah,Residential,,,,27649.0,21929.178834103222,Makkah,3751722,10141.0,-2.09,2.25
2019Q4,2019,4,منطقة مكة المكرمة,Makkah,Commercial,,,,1463.0,986.6749170252906,Makkah,2427924,10141.0,-2.09,2.25
2019Q4,2019,4,منطقة مكة المكرمة,Makkah,Residential,,,,5968.0,18023.733761945376,Makkah,2427924,10141.0,-2.09,2.25
2019Q4,2019,4,منطقة الرياض,Riyadh,Commercial,1048.0,7614567559.76,1756.1492539567198,,,Riyadh,7009120,14990.0,-2.09,2.25
2019Q4,2019,4,منطقة الرياض,Riyadh,Residential,15997.0,21260320541.8,2019.1624480545504,,,Riyadh,7009120,14990.0,-2.09,2.25
2019Q4,2019,4,منطقة القصيم,Buraidah,Residential,15.0,5141000.0,1756.1931134,,,Al Qassim,677647,10081.0,-2.09,2.25
2019Q4,2019,4,منطقة المدينة المنورة,Madinah,Commercial,73.0,83022415.71,797.726396137931,,,Madinah,1477047,9723.0,-2.09,2.25
2019Q4,2019,4,منطقة المدينة المنورة,Madinah,Residential,585.0,617496775.94,1545.3380492422482,,,Madinah,1477047,9723.0,-2.09,2.25
2019Q4,2019,4,منطقة تبوك,Tabuk,Commercial,122.0,83776508.47,1059.6269712222222,,,Tabuk,623665,11127.0,-2.09,2.25
2019Q4,2019,4,منطقة تبوك,Tabuk,Residential,111.0,49605339.32,567.067882289855,,,Tabuk,623665,11127.0,-2.09,2.25
2019Q4,2019,4,منطقة جازان,Jazan,Commercial,17.0,612780000.0,,,,Jazan,200911,10763.0,-2.09,2.25
2019Q4,2019,4,منطقة جازان,Jazan,Residential,290.0,107945469.97,644.4459591222222,,,Jazan,200911,10763.0,-2.09,2.25
2019Q4,2019,4,منطقة حائل,Hail,Residential,4.0,2674972.0,,,,Hail,498575,9269.0,-2.09,2.25
2019Q4,2019,4,منطقة مكة المكرمة,Jeddah,Commercial,663.0,1546489852.58,1147.1110316535007,,,Makkah,3751722,10141.0,-2.09,2.25
2019Q4,2019,4,منطقة مكة المكرمة,Jeddah,Residential,7090.0,6925332223.96,2386.5185818537648,,,Makkah,3751722,10141.0,-2.09,2.25
2019Q4,2019,4,منطقة مكة المكرمة,Makkah,Commercial,17.0,93900530.0,,,,Makkah,2427924,10141.0,-2.09,2.25
2019Q4,2019,4,منطقة مكة المكرمة,Makkah,Residential,221.0,389253626.63,3626.226982228915,,,Makkah,2427924,10141.0,-2.09,2.25
2019Q4,2019,4,منطقة نجران,Najran,Residential,2.0,190000.0,,,,Najran,421902,7969.0,-2.09,2.25
2019Q4,2019,4,منطقة نجران,Najran,Commercial,,,,18.0,392.95972366666666,Najran,421902,7969.0,-2.09,2.25
2019Q4,2019,4,منطقة نجران,Najran,Residential,,,,515.0,15137.824077648544,Najran,421902,7969.0,-2.09,2.25
2020Q1,2020,1,منطقة الباحة,Al Bahah,Commercial,,,,15.0,498.6845229333333,Al Bahah,90515,11348.0,3.45,1.0
2020Q1,2020,1,منطقة الباحة,Al Bahah,Residential,,,,259.0,15041.591703277993,Al Bahah,90515,11348.0,3.45,1.0
2020Q1,2020,1,منطقة الجوف,Sakaka,Commercial,,,,204.0,375.4102295882353,Al Jouf,236669,10686.0,3.45,1.0
2020Q1,2020,1,منطقة الجوف,Sakaka,Residential,,,,813.0,12653.701230434195,Al Jouf,236669,10686.0,3.45,1.0
2020Q1,2020,1,منطقة الحدود الشماليه,Arar,Commercial,,,,57.0,392.5856731929824,Northern Borders,202719,,3.45,1.0
2020Q1,2020,1,منطقة الحدود الشماليه,Arar,Residential,,,,762.0,11708.152861258532,Northern Borders,202719,,3.45,1.0
2020Q1,2020,1,منطقة الرياض,Riyadh,Commercial,,,,3969.0,476.9497675953641,Riyadh,7009120,14990.0,3.45,1.0
2020Q1,2020,1,منطقة الرياض,Riyadh,Residential,,,,41509.0,21706.885130610928,Riyadh,7009120,14990.0,3.45,1.0
2020Q1,2020,1,منطقة القصيم,Buraidah,Commercial,,,,133.0,314.25278202255646,Al Qassim,677647,10081.0,3.45,1.0
2020Q1,2020,1,منطقة القصيم,Buraidah,Residential,,,,1708.0,12353.671713825526,Al Qassim,677647,10081.0,3.45,1.0
2020Q1,2020,1,منطقة المدينة المنورة,Madinah,Commercial,,,,410.0,612.9469580804878,Madinah,1477047,9723.0,3.45,1.0
2020Q1,2020,1,منطقة المدينة المنورة,Madinah,Residential,,,,4090.0,16637.356442843524,Madinah,1477047,9723.0,3.45,1.0
2020Q1,2020,1,المنطقة الشرقية,Dammam,Commercial,141.0,1949470442.93,1338.0022180697677,714.0,547.7379133109245,Eastern Province,1532326,11775.0,3.45,1.0
2020Q1,2020,1,المنطقة الشرقية,Dammam,Residential,1602.0,2138622156.04,2473.6152544753763,10857.0,17980.494582336556,Eastern Province,1532326,11775.0,3.45,1.0
2020Q1,2020,1,المنطقة الشرقية,Khobar,Commercial,,,,459.0,492.5602662287581,Eastern Province,658550,11775.0,3.45,1.0
2020Q1,2020,1,المنطقة الشرقية,Khobar,Residential,17.0,11672381.5,3315.387589,6269.0,20126.930173935554,Eastern Province,658550,11775.0,3.45,1.0
2020Q1,2020,1,منطقة تبوك,Tabuk,Commercial,,,,236.0,557.9287033220339,Tabuk,623665,11127.0,3.45,1.0
2020Q1,2020,1,منطقة تبوك,Tabuk,Residential,,,,1881.0,15303.891236076552,Tabuk,623665,11127.0,3.45,1.0
2020Q1,2020,1,منطقة جازان,Jazan,Commercial,,,,117.0,666.9619573333333,Jazan,200911,10763.0,3.45,1.0
2020Q1,2020,1,منطقة جازان,Jazan,Residential,,,,1418.0,19232.49200038082,Jazan,200911,10763.0,3.45,1.0
2020Q1,2020,1,منطقة حائل,Hail,Commercial,,,,233.0,421.68938492274674,Hail,498575,9269.0,3.45,1.0
2020Q1,2020,1,منطقة حائل,Hail,Residential,,,,1374.0,14019.036653186318,Hail,498575,9269.0,3.45,1.0
2020Q1,2020,1,منطقة عسير,Abha,Commercial,,,,50.0,624.5086931000001,Aseer,422243,11264.0,3.45,1.0
2020Q1,2020,1,منطقة عسير,Abha,Residential,,,,1202.0,17848.01239450749,Aseer,422243,11264.0,3.45,1.0
2020Q1,2020,1,منطقة مكة المكرمة,Jeddah,Commercial,,,,1640.0,726.5829321067073,Makkah,3751722,10141.0,3.45,1.0
2020Q1,2020,1,منطقة مكة المكرمة,Jeddah,Residential,,,,25289.0,21695.052535348965,Makkah,3751722,10141.0,3.45,1.0
2020Q1,2020,1,منطقة مكة المكرمة,Makkah,Commercial,,,,892.0,1103.6221885795965,Makkah,2427924,10141.0,3.45,1.0
2020Q1,2020,1,منطقة مكة المكرمة,Makkah,Residential,,,,5223.0,17669.93294282213,Makkah,2427924,10141.0,3.45,1.0
2020Q1,2020,1,منطقة الباحة,Al Bahah,Residential,1.0,800000.0,,,,Al Bahah,90515,11348.0,3.45,1.0
2020Q1,2020,1,منطقة الرياض,Riyadh,Commercial,1017.0,4610278002.29,1644.891385390216,,,Riyadh,7009120,14990.0,3.45,1.0
2020Q1,2020,1,منطقة الرياض,Riyadh,Residential,15893.0,13843568954.1,1906.710898868696,,,Riyadh,7009120,14990.0,3.45,1.0
2020Q1,2020,1,منطقة القصيم,Buraidah,Residential,26.0,5317980.0,1578.391255769231,,,Al Qassim,677647,10081.0,3.45,1.0
2020Q1,2020,1,منطقة المدينة المنورة,Madinah,Commercial,80.0,62545811.150000006,1051.4819223064517,,,Madinah,1477047,9723.0,3.45,1.0
2020Q1,2020,1,منطقة المدينة المنورة,Madinah,Residential,570.0,370590967.77,1422.898839131528,,,Madinah,1477047,9723.0,3.45,1.0
2020Q1,2020,1,منطقة تبوك,Tabuk,Commercial,651.0,456398168.41,723.4264116168521,,,Tabuk,623665,11127.0,3.45,1.0
2020Q1,2020,1,منطقة تبوك,Tabuk,Residential,945.0,351086893.54,551.8945084172414,,,Tabuk,623665,11127.0,3.45,1.0
2020Q1,2020,1,منطقة جازان,Jazan,Commercial,38.0,18800972.2,217.131416,,,Jazan,200911,10763.0,3.45,1.0
2020Q1,2020,1,منطقة جازان,Jazan,Residential,317.0,127970820.0,783.9007296456954,,,Jazan,200911,10763.0,3.45,1.0
2020Q1,2020,1,منطقة حائل,Hail,Residential,1.0,610281.0,,,,Hail,498575,9269.0,3.45,1.0
2020Q1,2020,1,منطقة عسير,Abha,Residential,4.0,2161250.0,,,,Aseer,422243,11264.0,3.45,1.0
2020Q1,2020,1,منطقة مكة المكرمة,Jeddah,Commercial,818.0,1718581335.21,1276.7382160421196,,,Makkah,3751722,10141.0,3.45,1.0
2020Q1,2020,1,منطقة مكة المكرمة,Jeddah,Residential,6660.0,5708762798.17,2230.4550743822624,,,Makkah,3751722,10141.0,3.45,1.0
2020Q1,2020,1,منطقة مكة المكرمة,Makkah,Commercial,8.0,25817211.0,,,,Makkah,2427924,10141.0,3.45,1.0
2020Q1,2020,1,منطقة مكة المكرمة,Makkah,Residential,241.0,496651227.96,5680.577881263736,,,Makkah,2427924,10141.0,3.45,1.0
2020Q1,2020,1,منطقة نجران,Najran,Residential,1.0,650000.0,,,,Najran,421902,7969.0,3.45,1.0
2020Q1,2020,1,منطقة نجران,Najran,Commercial,,,,41.0,382.805403,Najran,421902,7969.0,3.45,1.0
2020Q1,2020,1,منطقة نجران,Najran,Residential,,,,674.0,12725.312679556378,Najran,421902,7969.0,3.45,1.0
2020Q2,2020,2,منطقة الباحة,Al Bahah,Commercial,,,,16.0,342.096580875,Al Bahah,90515,11348.0,3.45,1.0
2020Q2,2020,2,منطقة الباحة,Al Bahah,Residential,,,,281.0,14459.324117427046,Al Bahah,90515,11348.0,3.45,1.0
2020Q2,2020,2,منطقة الجوف,Sakaka,Commercial,,,,142.0,426.3674994366197,Al Jouf,236669,10686.0,3.45,1.0
2020Q2,2020,2,منطقة الجوف,Sakaka,Residential,,,,812.0,11986.802924977834,Al Jouf,236669,10686.0,3.45,1.0
2020Q2,2020,2,منطقة الحدود الشماليه,Arar,Commercial,,,,41.0,420.920947,Northern Borders,202719,,3.45,1.0
2020Q2,2020,2,منطقة الحدود الشماليه,Arar,Residential,,,,702.0,14595.14920196581,Northern Borders,202719,,3.45,1.0
2020Q2,2020,2,منطقة الرياض,Riyadh,Commercial,,,,3266.0,497.0760995511328,Riyadh,7009120,14990.0,3.45,1.0
2020Q2,2020,2,منطقة الرياض,Riyadh,Residential,,,,38280.0,21516.597783545974,Riyadh,7009120,14990.0,3.45,1.0
2020Q2,2020,2,منطقة القصيم,Buraidah,Commercial,,,,124.0,335.06992147580644,Al Qassim,677647,10081.0,3.45,1.0
2020Q2,2020,2,منطقة القصيم,Buraidah,Residential,,,,1911.0,11656.01139775929,Al Qassim,677647,10081.0,3.45,1.0
2020Q2,2020,2,منطقة المدينة المنورة,Madinah,Commercial,,,,245.0,461.09780137959183,Madinah,1477047,9723.0,3.45,1.0
2020Q2,2020,2,منطقة المدينة المنورة,Madinah,Residential,,,,3916.0,15727.346146368742,Madinah,1477047,9723.0,3.45,1.0
2020Q2,2020,2,المنطقة الشرقية,Dammam,Commercial,199.0,597878618.05,1815.1922191768292,768.0,786.4089441445312,Eastern Province,1532326,11775.0,3.45,1.0
