quarter_key,year,quarter,region_ar,city,property_type,sales_transactions,market_value,avg_price_m2,rental_contracts,avg_rent,region,population,avg_income,inflation_rate,repo_rate
2021Q2,2021,2,منطقة الجوف,Sakaka,Residential,,,,496.0,12078.3301861875,Al Jouf,236669,10686.0,3.06,1.0
2021Q2,2021,2,منطقة الحدود الشماليه,Arar,Commercial,,,,119.0,466.6709000672269,Northern Borders,202719,,3.06,1.0
2021Q2,2021,2,منطقة الحدود الشماليه,Arar,Residential,,,,379.0,14479.447587862798,Northern Borders,202719,,3.06,1.0
2021Q2,2021,2,منطقة الرياض,Riyadh,Commercial,,,,7213.0,568.3313895854707,Riyadh,7009120,14990.0,3.06,1.0
2021Q2,2021,2,منطقة الرياض,Riyadh,Residential,,,,36369.0,21345.74894724249,Riyadh,7009120,14990.0,3.06,1.0
2021Q2,2021,2,منطقة القصيم,Buraidah,Commercial,,,,485.0,380.6178246845361,Al Qassim,677647,10081.0,3.06,1.0
2021Q2,2021,2,منطقة القصيم,Buraidah,Residential,,,,1815.0,11883.139787415428,Al Qassim,677647,10081.0,3.06,1.0
2021Q2,2021,2,منطقة المدينة المنورة,Madinah,Commercial,,,,755.0,679.0117116052979,Madinah,1477047,9723.0,3.06,1.0
2021Q2,2021,2,منطقة المدينة المنورة,Madinah,Residential,,,,3268.0,15939.295157111384,Madinah,1477047,9723.0,3.06,1.0
2021Q2,2021,2,المنطقة الشرقية,Dammam,Commercial,180.0,475372222.44,1684.8465280487803,1424.0,632.034214235955,Eastern Province,1532326,11775.0,3.06,1.0
2021Q2,2021,2,المنطقة الشرقية,Dammam,Residential,1857.0,2092080402.77,2652.036644275698,9224.0,17549.26767696791,Eastern Province,1532326,11775.0,3.06,1.0
2021Q2,2021,2,المنطقة الشرقية,Khobar,Commercial,,,,698.0,505.7763912893983,Eastern Province,658550,11775.0,3.06,1.0
2021Q2,2021,2,المنطقة الشرقية,Khobar,Residential,35.0,21205085.0,3377.352615628572,5508.0,20622.400420297385,Eastern Province,658550,11775.0,3.06,1.0
2021Q2,2021,2,منطقة تبوك,Tabuk,Commercial,,,,421.0,524.9232703491687,Tabuk,623665,11127.0,3.06,1.0
2021Q2,2021,2,منطقة تبوك,Tabuk,Residential,,,,1962.0,14757.06407966106,Tabuk,623665,11127.0,3.06,1.0
2021Q2,2021,2,منطقة جازان,Jazan,Commercial,,,,218.0,711.2384673348624,Jazan,200911,10763.0,3.06,1.0
2021Q2,2021,2,منطقة جازان,Jazan,Residential,,,,1046.0,18635.28969664053,Jazan,200911,10763.0,3.06,1.0
2021Q2,2021,2,منطقة حائل,Hail,Commercial,,,,389.0,440.1768311979434,Hail,498575,9269.0,3.06,1.0
2021Q2,2021,2,منطقة حائل,Hail,Residential,,,,1224.0,13741.578953723856,Hail,498575,9269.0,3.06,1.0
2021Q2,2021,2,منطقة عسير,Abha,Commercial,,,,257.0,580.8080842490272,Aseer,422243,11264.0,3.06,1.0
2021Q2,2021,2,منطقة عسير,Abha,Residential,,,,1133.0,18140.25283959135,Aseer,422243,11264.0,3.06,1.0
2021Q2,2021,2,منطقة مكة المكرمة,Jeddah,Commercial,,,,3338.0,741.6600173229479,Makkah,3751722,10141.0,3.06,1.0
2021Q2,2021,2,منطقة مكة المكرمة,Jeddah,Residential,,,,20648.0,20821.720528604703,Makkah,3751722,10141.0,3.06,1.0
2021Q2,2021,2,منطقة مكة المكرمة,Makkah,Commercial,,,,785.0,1935.4004182777076,Makkah,2427924,10141.0,3.06,1.0
2021Q2,2021,2,منطقة مكة المكرمة,Makkah,Residential,,,,3676.0,16219.109257615886,Makkah,2427924,10141.0,3.06,1.0
2021Q2,2021,2,منطقة الباحة,Al Bahah,Residential,4.0,2032778.0,,,,Al Bahah,90515,11348.0,3.06,1.0
2021Q2,2021,2,منطقة الجوف,Sakaka,Residential,3.0,150000.0,,,,Al Jouf,236669,10686.0,3.06,1.0
2021Q2,2021,2,منطقة الرياض,Riyadh,Commercial,1351.0,8856623311.1,2102.7321568124485,,,Riyadh,7009120,14990.0,3.06,1.0
2021Q2,2021,2,منطقة الرياض,Riyadh,Residential,16555.0,17443445387.13,2642.128159780912,,,Riyadh,7009120,14990.0,3.06,1.0
2021Q2,2021,2,منطقة القصيم,Buraidah,Residential,21.0,11674733.0,1901.065334,,,Al Qassim,677647,10081.0,3.06,1.0
2021Q2,2021,2,منطقة المدينة المنورة,Madinah,Commercial,98.0,115872678.12,1145.3469144246574,,,Madinah,1477047,9723.0,3.06,1.0
2021Q2,2021,2,منطقة المدينة المنورة,Madinah,Residential,477.0,498241268.42,1778.276045895122,,,Madinah,1477047,9723.0,3.06,1.0
2021Q2,2021,2,منطقة تبوك,Tabuk,Commercial,311.0,155224918.27,607.9502477024221,,,Tabuk,623665,11127.0,3.06,1.0
2021Q2,2021,2,منطقة تبوك,Tabuk,Residential,597.0,326028530.99,1579.3399050413386,,,Tabuk,623665,11127.0,3.06,1.0
2021Q2,2021,2,منطقة جازان,Jazan,Commercial,57.0,36163738.0,596.0533581666666,,,Jazan,200911,10763.0,3.06,1.0
2021Q2,2021,2,منطقة جازان,Jazan,Residential,445.0,246134624.0,1373.6650801135263,,,Jazan,200911,10763.0,3.06,1.0
2021Q2,2021,2,منطقة حائل,Hail,Residential,3.0,1937000.0,,,,Hail,498575,9269.0,3.06,1.0
2021Q2,2021,2,منطقة عسير,Abha,Residential,3.0,1920000.0,,,,Aseer,422243,11264.0,3.06,1.0
2021Q2,2021,2,منطقة مكة المكرمة,Jeddah,Commercial,717.0,1977660451.87,1679.3424534514002,,,Makkah,3751722,10141.0,3.06,1.0
2021Q2,2021,2,منطقة مكة المكرمة,Jeddah,Residential,6726.0,6642158158.0,2484.768927962657,,,Makkah,3751722,10141.0,3.06,1.0
2021Q2,2021,2,منطقة مكة المكرمة,Makkah,Commercial,11.0,15553587.0,,,,Makkah,2427924,10141.0,3.06,1.0
2021Q2,2021,2,منطقة مكة المكرمة,Makkah,Residential,497.0,394041327.29,6590.039755832968,,,Makkah,2427924,10141.0,3.06,1.0
2021Q2,2021,2,منطقة نجران,Najran,Commercial,,,,193.0,554.3369610259067,Najran,421902,7969.0,3.06,1.0
2021Q2,2021,2,منطقة نجران,Najran,Residential,,,,778.0,13242.016856565551,Najran,421902,7969.0,3.06,1.0
2021Q3,2021,3,منطقة الباحة,Al Bahah,Commercial,,,,138.0,626.6206590072464,Al Bahah,90515,11348.0,3.06,1.0
2021Q3,2021,3,منطقة الباحة,Al Bahah,Residential,,,,641.0,15721.928663038998,Al Bahah,90515,11348.0,3.06,1.0
2021Q3,2021,3,منطقة الجوف,Sakaka,Commercial,,,,391.0,428.4638605242967,Al Jouf,236669,10686.0,3.06,1.0
2021Q3,2021,3,منطقة الجوف,Sakaka,Residential,,,,1143.0,12592.648128768154,Al Jouf,236669,10686.0,3.06,1.0
2021Q3,2021,3,منطقة الحدود الشماليه,Arar,Commercial,,,,243.0,443.0385206625514,Northern Borders,202719,,3.06,1.0
2021Q3,2021,3,منطقة الحدود الشماليه,Arar,Residential,,,,726.0,15493.540438560603,Northern Borders,202719,,3.06,1.0
2021Q3,2021,3,منطقة الرياض,Riyadh,Commercial,,,,19534.0,644.8435160078837,Riyadh,7009120,14990.0,3.06,1.0
2021Q3,2021,3,منطقة الرياض,Riyadh,Residential,,,,73869.0,23112.021961494887,Riyadh,7009120,14990.0,3.06,1.0
2021Q3,2021,3,منطقة القصيم,Buraidah,Commercial,,,,1091.0,399.9046603748855,Al Qassim,677647,10081.0,3.06,1.0
2021Q3,2021,3,منطقة القصيم,Buraidah,Residential,,,,3578.0,12412.697622691448,Al Qassim,677647,10081.0,3.06,1.0
2021Q3,2021,3,منطقة المدينة المنورة,Madinah,Commercial,,,,2492.0,612.7588496741573,Madinah,1477047,9723.0,3.06,1.0
2021Q3,2021,3,منطقة المدينة المنورة,Madinah,Residential,,,,9002.0,16563.096398181515,Madinah,1477047,9723.0,3.06,1.0
2021Q3,2021,3,المنطقة الشرقية,Dammam,Commercial,133.0,725809153.84,1555.337363734375,3403.0,638.5024903828975,Eastern Province,1532326,11775.0,3.06,1.0
2021Q3,2021,3,المنطقة الشرقية,Dammam,Residential,1754.0,1451317902.15,2813.8162826660346,16663.0,18652.658982558365,Eastern Province,1532326,11775.0,3.06,1.0
2021Q3,2021,3,المنطقة الشرقية,Khobar,Commercial,,,,2016.0,560.3294478482143,Eastern Province,658550,11775.0,3.06,1.0
2021Q3,2021,3,المنطقة الشرقية,Khobar,Residential,63.0,48125346.63,3944.289485746032,8881.0,22674.17259082389,Eastern Province,658550,11775.0,3.06,1.0
2021Q3,2021,3,منطقة تبوك,Tabuk,Commercial,,,,1118.0,573.899511078712,Tabuk,623665,11127.0,3.06,1.0
2021Q3,2021,3,منطقة تبوك,Tabuk,Residential,,,,3262.0,14877.249693240954,Tabuk,623665,11127.0,3.06,1.0
2021Q3,2021,3,منطقة جازان,Jazan,Commercial,,,,474.0,826.2174809936708,Jazan,200911,10763.0,3.06,1.0
2021Q3,2021,3,منطقة جازان,Jazan,Residential,,,,2143.0,19009.55574920252,Jazan,200911,10763.0,3.06,1.0
2021Q3,2021,3,منطقة حائل,Hail,Commercial,,,,969.0,442.62656344582047,Hail,498575,9269.0,3.06,1.0
2021Q3,2021,3,منطقة حائل,Hail,Residential,,,,2585.0,14192.348515860347,Hail,498575,9269.0,3.06,1.0
2021Q3,2021,3,منطقة عسير,Abha,Commercial,,,,592.0,759.0198640506757,Aseer,422243,11264.0,3.06,1.0
2021Q3,2021,3,منطقة عسير,Abha,Residential,,,,2032.0,18743.961375671755,Aseer,422243,11264.0,3.06,1.0
2021Q3,2021,3,منطقة مكة المكرمة,Jeddah,Commercial,,,,9275.0,788.1949033192453,Makkah,3751722,10141.0,3.06,1.0
2021Q3,2021,3,منطقة مكة المكرمة,Jeddah,Residential,,,,43948.0,21757.693319354465,Makkah,3751722,10141.0,3.06,1.0
2021Q3,2021,3,منطقة مكة المكرمة,Makkah,Commercial,,,,2610.0,918.4188557655172,Makkah,2427924,10141.0,3.06,1.0
2021Q3,2021,3,منطقة مكة المكرمة,Makkah,Residential,,,,9825.0,16779.504293689566,Makkah,2427924,10141.0,3.06,1.0
2021Q3,2021,3,منطقة الباحة,Al Bahah,Residential,6.0,2735000.0,2286.040862,,,Al Bahah,90515,11348.0,3.06,1.0
2021Q3,2021,3,منطقة الرياض,Riyadh,Commercial,1387.0,11442063618.01,2083.032362394541,,,Riyadh,7009120,14990.0,3.06,1.0
2021Q3,2021,3,منطقة الرياض,Riyadh,Residential,15012.0,16824491023.72,2986.688459080525,,,Riyadh,7009120,14990.0,3.06,1.0
2021Q3,2021,3,منطقة القصيم,Buraidah,Residential,35.0,22335695.0,2251.1910255000003,,,Al Qassim,677647,10081.0,3.06,1.0
2021Q3,2021,3,منطقة المدينة المنورة,Madinah,Commercial,69.0,143661794.54,1205.542499979167,,,Madinah,1477047,9723.0,3.06,1.0
2021Q3,2021,3,منطقة المدينة المنورة,Madinah,Residential,424.0,335190285.39,1997.0212615776568,,,Madinah,1477047,9723.0,3.06,1.0
2021Q3,2021,3,منطقة تبوك,Tabuk,Commercial,197.0,136449779.42000002,798.1072405028901,,,Tabuk,623665,11127.0,3.06,1.0
2021Q3,2021,3,منطقة تبوك,Tabuk,Residential,483.0,293319790.03,1712.7186473094062,,,Tabuk,623665,11127.0,3.06,1.0
2021Q3,2021,3,منطقة جازان,Jazan,Commercial,56.0,28039628.0,782.3165491489361,,,Jazan,200911,10763.0,3.06,1.0
2021Q3,2021,3,منطقة جازان,Jazan,Residential,473.0,272586444.1,1624.2863155511984,,,Jazan,200911,10763.0,3.06,1.0
2021Q3,2021,3,منطقة عسير,Abha,Residential,8.0,4467237.0,,,,Aseer,422243,11264.0,3.06,1.0
2021Q3,2021,3,منطقة مكة المكرمة,Jeddah,Commercial,629.0,2572270308.79,1896.6535826065256,,,Makkah,3751722,10141.0,3.06,1.0
2021Q3,2021,3,منطقة مكة المكرمة,Jeddah,Residential,6138.0,6201434347.08,2884.9556037524703,,,Makkah,3751722,10141.0,3.06,1.0
2021Q3,2021,3,منطقة مكة المكرمة,Makkah,Commercial,22.0,47218333.33,2434.405067,,,Makkah,2427924,10141.0,3.06,1.0
2021Q3,2021,3,منطقة مكة المكرمة,Makkah,Residential,383.0,280430736.09000003,5884.77840679154,,,Makkah,2427924,10141.0,3.06,1.0
2021Q3,2021,3,منطقة نجران,Najran,Residential,3.0,1511716.0,,,,Najran,421902,7969.0,3.06,1.0
2021Q3,2021,3,منطقة نجران,Najran,Commercial,,,,396.0,493.8534019444445,Najran,421902,7969.0,3.06,1.0
2021Q3,2021,3,منطقة نجران,Najran,Residential,,,,1608.0,13818.774896256218,Najran,421902,7969.0,3.06,1.0
2021Q4,2021,4,منطقة الباحة,Al Bahah,Commercial,,,,195.0,500.1761456564103,Al Bahah,90515,11348.0,3.06,1.0
2021Q4,2021,4,منطقة الباحة,Al Bahah,Residential,,,,558.0,15284.032465370969,Al Bahah,90515,11348.0,3.06,1.0
2021Q4,2021,4,منطقة الجوف,Sakaka,Commercial,,,,496.0,422.09493244556455,Al Jouf,236669,10686.0,3.06,1.0
2021Q4,2021,4,منطقة الجوف,Sakaka,Residential,,,,1398.0,12362.946491056508,Al Jouf,236669,10686.0,3.06,1.0
2021Q4,2021,4,منطقة الحدود الشماليه,Arar,Commercial,,,,277.0,423.52118657761736,Northern Borders,202719,,3.06,1.0
2021Q4,2021,4,منطقة الحدود الشماليه,Arar,Residential,,,,770.0,15167.507474632466,Northern Borders,202719,,3.06,1.0
2021Q4,2021,4,منطقة الرياض,Riyadh,Commercial,,,,24693.0,676.81781338355,Riyadh,7009120,14990.0,3.06,1.0
2021Q4,2021,4,منطقة الرياض,Riyadh,Residential,,,,92354.0,22150.33230655855,Riyadh,7009120,14990.0,3.06,1.0
2021Q4,2021,4,منطقة القصيم,Buraidah,Commercial,,,,1403.0,413.4408334803992,Al Qassim,677647,10081.0,3.06,1.0
2021Q4,2021,4,منطقة القصيم,Buraidah,Residential,,,,4572.0,11688.909752272748,Al Qassim,677647,10081.0,3.06,1.0
2021Q4,2021,4,منطقة المدينة المنورة,Madinah,Commercial,,,,2919.0,870.7166217684139,Madinah,1477047,9723.0,3.06,1.0
2021Q4,2021,4,منطقة المدينة المنورة,Madinah,Residential,,,,9564.0,16051.029253867628,Madinah,1477047,9723.0,3.06,1.0
2021Q4,2021,4,المنطقة الشرقية,Dammam,Commercial,224.0,826748720.14,1669.3529136904765,4553.0,701.8280488642654,Eastern Province,1532326,11775.0,3.06,1.0
2021Q4,2021,4,المنطقة الشرقية,Dammam,Residential,2192.0,1937603292.09,2848.785214554528,22480.0,18096.78079073861,Eastern Province,1532326,11775.0,3.06,1.0
2021Q4,2021,4,المنطقة الشرقية,Khobar,Commercial,,,,2226.0,590.7621140916442,Eastern Province,658550,11775.0,3.06,1.0
2021Q4,2021,4,المنطقة الشرقية,Khobar,Residential,122.0,92518235.6,3950.912590573771,12976.0,20867.989226435187,Eastern Province,658550,11775.0,3.06,1.0
2021Q4,2021,4,منطقة تبوك,Tabuk,Commercial,,,,1589.0,555.9148987035871,Tabuk,623665,11127.0,3.06,1.0
2021Q4,2021,4,منطقة تبوك,Tabuk,Residential,,,,4320.0,14362.110790628472,Tabuk,623665,11127.0,3.06,1.0
2021Q4,2021,4,منطقة جازان,Jazan,Commercial,,,,742.0,697.5518500633423,Jazan,200911,10763.0,3.06,1.0
2021Q4,2021,4,منطقة جازان,Jazan,Residential,,,,2772.0,18777.098180968616,Jazan,200911,10763.0,3.06,1.0
2021Q4,2021,4,منطقة حائل,Hail,Commercial,,,,1115.0,459.2048729560538,Hail,498575,9269.0,3.06,1.0
2021Q4,2021,4,منطقة حائل,Hail,Residential,,,,2747.0,13711.669457180196,Hail,498575,9269.0,3.06,1.0
2021Q4,2021,4,منطقة عسير,Abha,Commercial,,,,789.0,828.1437377642587,Aseer,422243,11264.0,3.06,1.0
2021Q4,2021,4,منطقة عسير,Abha,Residential,,,,2340.0,18151.4316090312,Aseer,422243,11264.0,3.06,1.0
2021Q4,2021,4,منطقة مكة المكرمة,Jeddah,Commercial,,,,11777.0,795.084018307209,Makkah,3751722,10141.0,3.06,1.0
2021Q4,2021,4,منطقة مكة المكرمة,Jeddah,Residential,,,,64210.0,21056.575315100763,Makkah,3751722,10141.0,3.06,1.0
2021Q4,2021,4,منطقة مكة المكرمة,Makkah,Commercial,,,,2743.0,1192.99687858148,Makkah,2427924,10141.0,3.06,1.0
2021Q4,2021,4,منطقة مكة المكرمة,Makkah,Residential,,,,11046.0,16409.85883213109,Makkah,2427924,10141.0,3.06,1.0
2021Q4,2021,4,منطقة الباحة,Al Bahah,Residential,4.0,1731518.0,,,,Al Bahah,90515,11348.0,3.06,1.0
2021Q4,2021,4,منطقة الرياض,Riyadh,Commercial,1565.0,11199650656.76,2180.997199863345,,,Riyadh,7009120,14990.0,3.06,1.0
2021Q4,2021,4,منطقة الرياض,Riyadh,Residential,17077.0,19632966008.33,3007.7672208646245,,,Riyadh,7009120,14990.0,3.06,1.0
2021Q4,2021,4,منطقة القصيم,Buraidah,Residential,29.0,17031069.0,2450.610074586207,,,Al Qassim,677647,10081.0,3.06,1.0
2021Q4,2021,4,منطقة المدينة المنورة,Madinah,Commercial,96.0,125494855.88,1119.054157483871,,,Madinah,1477047,9723.0,3.06,1.0
2021Q4,2021,4,منطقة المدينة المنورة,Madinah,Residential,497.0,365186631.49,1780.0792920295453,,,Madinah,1477047,9723.0,3.06,1.0
2021Q4,2021,4,منطقة تبوك,Tabuk,Commercial,369.0,188773346.78,689.8100210321638,,,Tabuk,623665,11127.0,3.06,1.0
2021Q4,2021,4,منطقة تبوك,Tabuk,Residential,754.0,435970313.55,1564.0935128141994,,,Tabuk,623665,11127.0,3.06,1.0
2021Q4,2021,4,منطقة جازان,Jazan,Commercial,38.0,37917000.0,884.580383,,,Jazan,200911,10763.0,3.06,1.0
2021Q4,2021,4,منطقة جازان,Jazan,Residential,482.0,309746616.4,1912.252108762313,,,Jazan,200911,10763.0,3.06,1.0
2021Q4,2021,4,منطقة حائل,Hail,Residential,2.0,640000.0,,,,Hail,498575,9269.0,3.06,1.0
2021Q4,2021,4,منطقة عسير,Abha,Residential,2.0,1191781.0,,,,Aseer,422243,11264.0,3.06,1.0
2021Q4,2021,4,منطقة مكة المكرمة,Jeddah,Commercial,831.0,2207044931.19,2015.8225163364996,,,Makkah,3751722,10141.0,3.06,1.0
2021Q4,2021,4,منطقة مكة المكرمة,Jeddah,Residential,8565.0,8796654940.64,2815.1137042599667,,,Makkah,3751722,10141.0,3.06,1.0
2021Q4,2021,4,منطقة مكة المكرمة,Makkah,Commercial,24.0,41718244.0,1491.995933,,,Makkah,2427924,10141.0,3.06,1.0
2021Q4,2021,4,منطقة مكة المكرمة,Makkah,Residential,338.0,329392613.67,3261.840040562069,,,Makkah,2427924,10141.0,3.06,1.0
2021Q4,2021,4,منطقة نجران,Najran,Residential,4.0,1967824.0,,,,Najran,421902,7969.0,3.06,1.0
2021Q4,2021,4,منطقة نجران,Najran,Commercial,,,,664.0,491.7820593795181,Najran,421902,7969.0,3.06,1.0
2021Q4,2021,4,منطقة نجران,Najran,Residential,,,,2206.0,12580.85578619855,Najran,421902,7969.0,3.06,1.0
2022Q1,2022,1,منطقة الباحة,Al Bahah,Commercial,,,,335.0,643.5794218328357,Al Bahah,90515,11348.0,2.47,1.25
2022Q1,2022,1,منطقة الباحة,Al Bahah,Residential,,,,693.0,15014.284307069263,Al Bahah,90515,11348.0,2.47,1.25
2022Q1,2022,1,منطقة الجوف,Sakaka,Commercial,,,,677.0,412.890343409158,Al Jouf,236669,10686.0,2.47,1.25
2022Q1,2022,1,منطقة الجوف,Sakaka,Residential,,,,1633.0,12112.657634099814,Al Jouf,236669,10686.0,2.47,1.25
2022Q1,2022,1,منطقة الحدود الشماليه,Arar,Commercial,,,,356.0,511.85351837078656,Northern Borders,202719,,2.47,1.25
2022Q1,2022,1,منطقة الحدود الشماليه,Arar,Residential,,,,938.0,14594.433691401917,Northern Borders,202719,,2.47,1.25
2022Q1,2022,1,منطقة الرياض,Riyadh,Commercial,,,,34774.0,667.9009970008053,Riyadh,7009120,14990.0,2.47,1.25
2022Q1,2022,1,منطقة الرياض,Riyadh,Residential,,,,106015.0,22225.104757427827,Riyadh,7009120,14990.0,2.47,1.25
2022Q1,2022,1,منطقة القصيم,Buraidah,Commercial,,,,2150.0,413.2761330767442,Al Qassim,677647,10081.0,2.47,1.25
2022Q1,2022,1,منطقة القصيم,Buraidah,Residential,,,,5610.0,11335.531222724065,Al Qassim,677647,10081.0,2.47,1.25
2022Q1,2022,1,منطقة المدينة المنورة,Madinah,Commercial,,,,4689.0,1020.3212658351462,Madinah,1477047,9723.0,2.47,1.25
2022Q1,2022,1,منطقة المدينة المنورة,Madinah,Residential,,,,11049.0,15802.100943927053,Madinah,1477047,9723.0,2.47,1.25
2022Q1,2022,1,المنطقة الشرقية,Dammam,Commercial,263.0,835498132.58,2165.587751125,6043.0,703.6788170327652,Eastern Province,1532326,11775.0,2.47,1.25
2022Q1,2022,1,المنطقة الشرقية,Dammam,Residential,1906.0,1882916203.85,2819.422803560862,26081.0,17542.25234567624,Eastern Province,1532326,11775.0,2.47,1.25
2022Q1,2022,1,المنطقة الشرقية,Khobar,Commercial,,,,3258.0,600.7521090540209,Eastern Province,658550,11775.0,2.47,1.25
2022Q1,2022,1,المنطقة الشرقية,Khobar,Residential,30.0,20864514.0,3718.5273848,14595.0,20451.46366414594,Eastern Province,658550,11775.0,2.47,1.25
2022Q1,2022,1,منطقة تبوك,Tabuk,Commercial,,,,2053.0,564.9117626122749,Tabuk,623665,11127.0,2.47,1.25
2022Q1,2022,1,منطقة تبوك,Tabuk,Residential,,,,5237.0,14461.182185216723,Tabuk,623665,11127.0,2.47,1.25
2022Q1,2022,1,منطقة جازان,Jazan,Commercial,,,,951.0,751.5508313543637,Jazan,200911,10763.0,2.47,1.25
2022Q1,2022,1,منطقة جازان,Jazan,Residential,,,,2979.0,18506.83779530648,Jazan,200911,10763.0,2.47,1.25
2022Q1,2022,1,منطقة حائل,Hail,Commercial,,,,1379.0,452.77961557577953,Hail,498575,9269.0,2.47,1.25
2022Q1,2022,1,منطقة حائل,Hail,Residential,,,,3165.0,13462.272240683094,Hail,498575,9269.0,2.47,1.25
2022Q1,2022,1,منطقة عسير,Abha,Commercial,,,,939.0,737.4866800202343,Aseer,422243,11264.0,2.47,1.25
2022Q1,2022,1,منطقة عسير,Abha,Residential,,,,2660.0,17903.379487965412,Aseer,422243,11264.0,2.47,1.25
2022Q1,2022,1,منطقة مكة المكرمة,Jeddah,Commercial,,,,19810.0,826.7749310668854,Makkah,3751722,10141.0,2.47,1.25
2022Q1,2022,1,منطقة مكة المكرمة,Jeddah,Residential,,,,86294.0,21809.5265809054,Makkah,3751722,10141.0,2.47,1.25
2022Q1,2022,1,منطقة مكة المكرمة,Makkah,Commercial,,,,3646.0,1601.27050808859,Makkah,2427924,10141.0,2.47,1.25
2022Q1,2022,1,منطقة مكة المكرمة,Makkah,Residential,,,,13728.0,15856.712451437936,Makkah,2427924,10141.0,2.47,1.25
2022Q1,2022,1,منطقة الباحة,Al Bahah,Residential,1.0,630000.0,,,,Al Bahah,90515,11348.0,2.47,1.25
2022Q1,2022,1,منطقة الجوف,Sakaka,Residential,2.0,323883.0,,,,Al Jouf,236669,10686.0,2.47,1.25
2022Q1,2022,1,منطقة الرياض,Riyadh,Commercial,1858.0,11485792233.66,2524.431723857226,,,Riyadh,7009120,14990.0,2.47,1.25
2022Q1,2022,1,منطقة الرياض,Riyadh,Residential,17691.0,20630906231.19,3027.2040440048304,,,Riyadh,7009120,14990.0,2.47,1.25
2022Q1,2022,1,منطقة القصيم,Buraidah,Commercial,4.0,1575000.0,,,,Al Qassim,677647,10081.0,2.47,1.25
2022Q1,2022,1,منطقة القصيم,Buraidah,Residential,9.0,4334330.0,,,,Al Qassim,677647,10081.0,2.47,1.25
2022Q1,2022,1,منطقة المدينة المنورة,Madinah,Commercial,121.0,160528150.15,1330.3101662941176,,,Madinah,1477047,9723.0,2.47,1.25
2022Q1,2022,1,منطقة المدينة المنورة,Madinah,Residential,447.0,342242876.41,1755.7325597718834,,,Madinah,1477047,9723.0,2.47,1.25
2022Q1,2022,1,منطقة تبوك,Tabuk,Commercial,343.0,210106847.23,699.8732881353845,,,Tabuk,623665,11127.0,2.47,1.25
2022Q1,2022,1,منطقة تبوك,Tabuk,Residential,708.0,399874848.7,1635.968095697785,,,Tabuk,623665,11127.0,2.47,1.25
2022Q1,2022,1,منطقة جازان,Jazan,Commercial,48.0,32548458.0,919.672376818182,,,Jazan,200911,10763.0,2.47,1.25
2022Q1,2022,1,منطقة جازان,Jazan,Residential,507.0,380925735.47,2029.1866402851408,,,Jazan,200911,10763.0,2.47,1.25
2022Q1,2022,1,منطقة حائل,Hail,Residential,7.0,4232628.0,535.276581,,,Hail,498575,9269.0,2.47,1.25
2022Q1,2022,1,منطقة عسير,Abha,Residential,5.0,2938016.0,,,,Aseer,422243,11264.0,2.47,1.25
2022Q1,2022,1,منطقة مكة المكرمة,Jeddah,Commercial,1278.0,3723577548.02,2019.720380020833,,,Makkah,3751722,10141.0,2.47,1.25
2022Q1,2022,1,منطقة مكة المكرمة,Jeddah,Residential,10668.0,11340427058.23,2870.758630073922,,,Makkah,3751722,10141.0,2.47,1.25
2022Q1,2022,1,منطقة مكة المكرمة,Makkah,Commercial,32.0,64869385.99,3545.958958333333,,,Makkah,2427924,10141.0,2.47,1.25
2022Q1,2022,1,منطقة مكة المكرمة,Makkah,Residential,223.0,191415928.35,3745.31467085946,,,Makkah,2427924,10141.0,2.47,1.25
2022Q1,2022,1,منطقة نجران,Najran,Commercial,,,,1013.0,517.8573193899309,Najran,421902,7969.0,2.47,1.25
2022Q1,2022,1,منطقة نجران,Najran,Residential,,,,3177.0,12695.891898577274,Najran,421902,7969.0,2.47,1.25
2022Q2,2022,2,منطقة الباحة,Al Bahah,Commercial,,,,278.0,557.2180716258994,Al Bahah,90515,11348.0,2.47,2.25
2022Q2,2022,2,منطقة الباحة,Al Bahah,Residential,,,,665.0,15768.25899596391,Al Bahah,90515,11348.0,2.47,2.25
2022Q2,2022,2,منطقة الجوف,Sakaka,Commercial,,,,665.0,378.4593455909775,Al Jouf,236669,10686.0,2.47,2.25
2022Q2,2022,2,منطقة الجوف,Sakaka,Residential,,,,1545.0,12104.656157,Al Jouf,236669,10686.0,2.47,2.25
2022Q2,2022,2,منطقة الحدود الشماليه,Arar,Commercial,,,,316.0,539.8137136360759,Northern Borders,202719,,2.47,2.25
2022Q2,2022,2,منطقة الحدود الشماليه,Arar,Residential,,,,953.0,13971.960247771249,Northern Borders,202719,,2.47,2.25
2022Q2,2022,2,منطقة الرياض,Riyadh,Commercial,,,,29544.0,672.0031183495124,Riyadh,7009120,14990.0,2.47,2.25
2022Q2,2022,2,منطقة الرياض,Riyadh,Residential,,,,96293.0,23240.71649342507,Riyadh,7009120,14990.0,2.47,2.25
2022Q2,2022,2,منطقة القصيم,Buraidah,Commercial,,,,1990.0,434.2233816522613,Al Qassim,677647,10081.0,2.47,2.25
2022Q2,2022,2,منطقة القصيم,Buraidah,Residential,,,,4913.0,11986.460253144716,Al Qassim,677647,10081.0,2.47,2.25
2022Q2,2022,2,منطقة المدينة المنورة,Madinah,Commercial,,,,4483.0,1646.4306297062235,Madinah,1477047,9723.0,2.47,2.25
2022Q2,2022,2,منطقة المدينة المنورة,Madinah,Residential,,,,10196.0,15497.80572170557,Madinah,1477047,9723.0,2.47,2.25
