city,quarter_key,property_type,sales_transactions,market_value,avg_price_m2,rental_contracts,avg_rent,year,quarter,region_ar,region_en,population
Hail,2023Q1,Residential,1203.0,475738704.19,282.32401936824607,7871.0,11742.944246996443,2023,1,منطقة حائل,Hail Region,498575
Hail,2023Q2,Commercial,278.0,94906279.15,135.142576352518,1661.0,464.25019624924744,2023,2,منطقة حائل,Hail Region,498575
Hail,2023Q2,Residential,1248.0,344605305.83,276.4244416458333,7252.0,12058.992549446773,2023,2,منطقة حائل,Hail Region,498575
Hail,2023Q3,Commercial,216.0,72600269.74000001,224.8363094166667,1856.0,444.8652045883621,2023,3,منطقة حائل,Hail Region,498575
Hail,2023Q3,Residential,745.0,296124586.01,393.0464803261745,10727.0,11921.186948111028,2023,3,منطقة حائل,Hail Region,498575
Hail,2023Q4,Commercial,,,,2056.0,501.4435838613813,2023,4,منطقة حائل,Hail Region,498575
Hail,2023Q4,Residential,,,,11027.0,13291.945854611316,2023,4,منطقة حائل,Hail Region,498575
Hail,2024Q1,Commercial,,,,2170.0,477.9345036387097,2024,1,منطقة حائل,Hail Region,498575
Hail,2024Q1,Residential,,,,8866.0,14765.69892922062,2024,1,منطقة حائل,Hail Region,498575
Hail,2024Q2,Commercial,,,,1800.0,446.14273137111115,2024,2,منطقة حائل,Hail Region,498575
Hail,2024Q2,Residential,,,,7465.0,15196.893233984862,2024,2,منطقة حائل,Hail Region,498575
Hail,2024Q3,Commercial,,,,2034.0,471.14694197099305,2024,3,منطقة حائل,Hail Region,498575
Hail,2024Q3,Residential,,,,11346.0,15554.488045099331,2024,3,منطقة حائل,Hail Region,498575
Hail,2024Q4,Commercial,,,,2357.0,462.02457565931263,2024,4,منطقة حائل,Hail Region,498575
Hail,2024Q4,Residential,,,,9864.0,15421.091764674371,2024,4,منطقة حائل,Hail Region,498575
Jazan,2018Q1,Commercial,29.0,29238484.0,156.427711,,,2018,1,منطقة جازان,Jazan Region,200911
Jazan,2018Q1,Residential,127.0,45383516.0,669.9949545322581,,,2018,1,منطقة جازان,Jazan Region,200911
Jazan,2018Q2,Commercial,15.0,14110000.0,455.840455,,,2018,2,منطقة جازان,Jazan Region,200911
Jazan,2018Q2,Residential,140.0,69861902.0,734.1302952983871,,,2018,2,منطقة جازان,Jazan Region,200911
Jazan,2018Q3,Commercial,10.0,7007500.0,,,,2018,3,منطقة جازان,Jazan Region,200911
Jazan,2018Q3,Residential,116.0,44145887.6,447.2929323428571,,,2018,3,منطقة جازان,Jazan Region,200911
Jazan,2018Q4,Commercial,40.0,20525100.0,284.082169,,,2018,4,منطقة جازان,Jazan Region,200911
Jazan,2018Q4,Residential,293.0,79997067.69,411.13604927402133,,,2018,4,منطقة جازان,Jazan Region,200911
Jazan,2019Q1,Commercial,25.0,16072750.0,715.9170803000001,8.0,327.294372,2019,1,منطقة جازان,Jazan Region,200911
Jazan,2019Q1,Residential,237.0,84784289.14,642.5960644170403,766.0,19453.497793203656,2019,1,منطقة جازان,Jazan Region,200911
Jazan,2019Q2,Commercial,20.0,19068900.0,,14.0,691.935607,2019,2,منطقة جازان,Jazan Region,200911
Jazan,2019Q2,Residential,162.0,66647311.14,457.6560081642857,987.0,19638.110081539005,2019,2,منطقة جازان,Jazan Region,200911
Jazan,2019Q3,Commercial,46.0,27203133.28,492.44942068750004,71.0,604.0481524788732,2019,3,منطقة جازان,Jazan Region,200911
Jazan,2019Q3,Residential,247.0,93899017.0,670.6379914454149,1375.0,19548.326812479274,2019,3,منطقة جازان,Jazan Region,200911
Jazan,2019Q4,Commercial,17.0,612780000.0,,117.0,642.9062249743589,2019,4,منطقة جازان,Jazan Region,200911
Jazan,2019Q4,Residential,290.0,107945469.97,644.4459591222222,1314.0,18742.01713291781,2019,4,منطقة جازان,Jazan Region,200911
Jazan,2020Q1,Commercial,38.0,18800972.2,217.131416,117.0,666.9619573333333,2020,1,منطقة جازان,Jazan Region,200911
Jazan,2020Q1,Residential,317.0,127970820.0,783.9007296456954,1418.0,19232.49200038082,2020,1,منطقة جازان,Jazan Region,200911
Jazan,2020Q2,Commercial,23.0,18116000.0,594.1139256666667,92.0,619.915168097826,2020,2,منطقة جازان,Jazan Region,200911
Jazan,2020Q2,Residential,286.0,154751089.0,1003.3718297593985,1229.0,18590.362851566315,2020,2,منطقة جازان,Jazan Region,200911
Jazan,2020Q3,Commercial,28.0,11711326.0,550.972193,281.0,664.5951341423488,2020,3,منطقة جازان,Jazan Region,200911
Jazan,2020Q3,Residential,316.0,132305434.61,958.9483675816327,2116.0,18490.504141628546,2020,3,منطقة جازان,Jazan Region,200911
Jazan,2020Q4,Commercial,36.0,37233437.5,842.2689751612903,316.0,702.241240278481,2020,4,منطقة جازان,Jazan Region,200911
Jazan,2020Q4,Residential,375.0,197872636.53,1294.1303730198301,2028.0,18884.217352079388,2020,4,منطقة جازان,Jazan Region,200911
Jazan,2021Q1,Commercial,59.0,33122295.0,601.0869234615385,288.0,633.1506836631945,2021,1,منطقة جازان,Jazan Region,200911
Jazan,2021Q1,Residential,606.0,320573474.92,1183.8782632431974,2098.0,18472.63008611487,2021,1,منطقة جازان,Jazan Region,200911
Jazan,2021Q2,Commercial,57.0,36163738.0,596.0533581666666,218.0,711.2384673348624,2021,2,منطقة جازان,Jazan Region,200911
Jazan,2021Q2,Residential,445.0,246134624.0,1373.6650801135265,1046.0,18635.289696640535,2021,2,منطقة جازان,Jazan Region,200911
Jazan,2021Q3,Commercial,56.0,28039628.0,782.3165491489361,474.0,826.2174809936708,2021,3,منطقة جازان,Jazan Region,200911
Jazan,2021Q3,Residential,473.0,272586444.1,1624.2863155511984,2143.0,19009.55574920252,2021,3,منطقة جازان,Jazan Region,200911
Jazan,2021Q4,Commercial,38.0,37917000.0,884.580383,742.0,697.5518500633423,2021,4,منطقة جازان,Jazan Region,200911
Jazan,2021Q4,Residential,482.0,309746616.4,1912.2521087623127,2772.0,18777.098180968616,2021,4,منطقة جازان,Jazan Region,200911
Jazan,2022Q1,Commercial,48.0,32548458.0,919.6723768181819,951.0,751.5508313543637,2022,1,منطقة جازان,Jazan Region,200911
Jazan,2022Q1,Residential,507.0,380925735.47,2029.1866402851406,2979.0,18506.837795306477,2022,1,منطقة جازان,Jazan Region,200911
Jazan,2022Q2,Commercial,64.0,79035189.0,926.1357019999999,780.0,743.4982644807692,2022,2,منطقة جازان,Jazan Region,200911
Jazan,2022Q2,Residential,834.0,484032885.42,1856.0591522873135,2862.0,18296.388829462612,2022,2,منطقة جازان,Jazan Region,200911
Jazan,2022Q3,Commercial,64.0,146122638.4,916.3057790930231,811.0,768.915427324291,2022,3,منطقة جازان,Jazan Region,200911
Jazan,2022Q3,Residential,785.0,496437517.31,2085.4529543800786,5937.0,16636.51702769884,2022,3,منطقة جازان,Jazan Region,200911
Jazan,2022Q4,Commercial,59.0,55933813.55,597.3568420869565,942.0,782.3002336019108,2022,4,منطقة جازان,Jazan Region,200911
Jazan,2022Q4,Residential,713.0,392817190.81,2071.7066239288893,6130.0,15823.412694046492,2022,4,منطقة جازان,Jazan Region,200911
Jazan,2023Q1,Commercial,53.0,41780600.0,784.811315688889,995.0,759.7467689768844,2023,1,منطقة جازان,Jazan Region,200911
Jazan,2023Q1,Residential,886.0,554048887.85,2141.994322451501,6659.0,15375.901666597687,2023,1,منطقة جازان,Jazan Region,200911
Jazan,2023Q2,Commercial,42.0,58438550.65,820.0537312962962,987.0,726.1831620506586,2023,2,منطقة جازان,Jazan Region,200911
Jazan,2023Q2,Residential,804.0,444634662.72,2065.2721888276765,6977.0,14454.96852795815,2023,2,منطقة جازان,Jazan Region,200911
Jazan,2023Q3,Commercial,31.0,38358446.4,255.821602,986.0,752.1163525162272,2023,3,منطقة جازان,Jazan Region,200911
Jazan,2023Q3,Residential,562.0,330190444.62,2124.5500565418997,7819.0,16023.333169452615,2023,3,منطقة جازان,Jazan Region,200911
Jazan,2023Q4,Commercial,,,,1163.0,784.2665537755804,2023,4,منطقة جازان,Jazan Region,200911
Jazan,2023Q4,Residential,,,,8082.0,16548.634571018436,2023,4,منطقة جازان,Jazan Region,200911
Jazan,2024Q1,Commercial,,,,1036.0,757.2196636525096,2024,1,منطقة جازان,Jazan Region,200911
Jazan,2024Q1,Residential,,,,6735.0,17380.12651693185,2024,1,منطقة جازان,Jazan Region,200911
Jazan,2024Q2,Commercial,,,,809.0,748.0885787466009,2024,2,منطقة جازان,Jazan Region,200911
Jazan,2024Q2,Residential,,,,5875.0,17944.734971322552,2024,2,منطقة جازان,Jazan Region,200911
Jazan,2024Q3,Commercial,,,,1027.0,731.5170389454723,2024,3,منطقة جازان,Jazan Region,200911
Jazan,2024Q3,Residential,,,,8048.0,18101.35098727982,2024,3,منطقة جازان,Jazan Region,200911
Jazan,2024Q4,Commercial,,,,1291.0,731.068819738962,2024,4,منطقة جازان,Jazan Region,200911
Jazan,2024Q4,Residential,,,,7888.0,18263.775886693707,2024,4,منطقة جازان,Jazan Region,200911
Jeddah,2018Q1,Commercial,355.0,891749852.53,1413.0079844113209,,,2018,1,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2018Q1,Residential,3795.0,3698915152.0,2244.7626745329258,,,2018,1,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2018Q2,Commercial,343.0,2656103280.88,1432.1627568862746,,,2018,2,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2018Q2,Residential,2741.0,2715069571.55,2241.115877096085,,,2018,2,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2018Q3,Commercial,266.0,924873424.37,1177.8812851987952,,,2018,3,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2018Q3,Residential,2944.0,2589178620.38,2107.3904635146305,,,2018,3,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2018Q4,Commercial,575.0,1156461856.67,1192.5217847934064,,,2018,4,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2018Q4,Residential,5033.0,4179532915.97,1906.2355121541962,,,2018,4,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2019Q1,Commercial,566.0,1806494556.73,1246.5042736689038,237.0,682.6974172278482,2019,1,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2019Q1,Residential,5745.0,4569037657.17,1981.1818648144942,18152.0,21916.17529606875,2019,1,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2019Q2,Commercial,500.0,2612021547.58,1444.4332416231885,460.0,677.68965275,2019,2,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2019Q2,Residential,5126.0,4755180388.84,2380.184175166059,18532.0,22030.66380875243,2019,2,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2019Q3,Commercial,681.0,1680995147.3500001,1690.3085402730435,992.0,707.9903271048388,2019,3,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2019Q3,Residential,6172.0,5500182641.42,2118.1986730441963,23557.0,22020.172087514115,2019,3,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2019Q4,Commercial,663.0,1546489852.58,1147.1110316535007,1423.0,649.8370218468026,2019,4,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2019Q4,Residential,7090.0,6925332223.96,2386.5185818537648,27649.0,21929.178834103222,2019,4,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2020Q1,Commercial,818.0,1718581335.21,1276.7382160421196,1640.0,726.5829321067073,2020,1,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2020Q1,Residential,6660.0,5708762798.17,2230.4550743822624,25289.0,21695.052535348965,2020,1,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2020Q2,Commercial,555.0,1615061661.07,2214.3038326518845,829.0,643.3897261037393,2020,2,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2020Q2,Residential,5150.0,5578341546.31,2766.684926859596,21443.0,21309.72001288206,2020,2,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2020Q3,Commercial,556.0,1402885509.54,1470.0319687586912,4280.0,686.2479478691589,2020,3,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2020Q3,Residential,7005.0,5282728206.15,2181.217709659034,41727.0,20707.88664508496,2020,3,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2020Q4,Commercial,1049.0,2590653940.8,1431.41231884744,8003.0,674.2285147418468,2020,4,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2020Q4,Residential,9189.0,7740556149.23,2208.7202320665037,49535.0,21036.138296110224,2020,4,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2021Q1,Commercial,1142.0,3572708262.82,1604.0951261661892,7781.0,730.1672593661482,2021,1,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2021Q1,Residential,10214.0,9413960491.23,2411.688151253632,48324.0,20504.482516869466,2021,1,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2021Q2,Commercial,717.0,1977660451.87,1679.3424534514002,3338.0,741.6600173229479,2021,2,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2021Q2,Residential,6726.0,6642158158.0,2484.768927962657,20648.0,20821.720528604706,2021,2,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2021Q3,Commercial,629.0,2572270308.79,1896.6535826065258,9275.0,788.1949033192453,2021,3,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2021Q3,Residential,6138.0,6201434347.08,2884.9556037524703,43948.0,21757.693319354465,2021,3,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2021Q4,Commercial,831.0,2207044931.19,2015.8225163364993,11777.0,795.084018307209,2021,4,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2021Q4,Residential,8565.0,8796654940.64,2815.1137042599667,64210.0,21056.575315100763,2021,4,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2022Q1,Commercial,1278.0,3723577548.02,2019.7203800208335,19810.0,826.7749310668854,2022,1,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2022Q1,Residential,10668.0,11340427058.23,2870.7586300739226,86294.0,21809.526580905396,2022,1,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2022Q2,Commercial,1062.0,4766019487.68,2146.578406338965,14957.0,879.3221460213279,2022,2,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2022Q2,Residential,9474.0,10307237597.45,2960.8219132844524,73706.0,24601.139100895853,2022,2,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2022Q3,Commercial,768.0,2619031735.02,2300.9376575260735,15659.0,915.0409784707836,2022,3,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2022Q3,Residential,9158.0,10418615740.49,3553.297594654807,93054.0,24997.743819880285,2022,3,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2022Q4,Commercial,664.0,3989810544.88,2534.5814273710575,17894.0,863.3790774336649,2022,4,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2022Q4,Residential,7282.0,8557426881.09,3563.353612529154,89432.0,24250.64097716142,2022,4,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2023Q1,Commercial,603.0,2344469283.12,2358.7376336410257,21487.0,893.912717274352,2023,1,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2023Q1,Residential,7463.0,9570361521.6,3615.701233205502,96065.0,24356.68321349086,2023,1,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2023Q2,Commercial,575.0,3362732351.56,2631.154442558253,15173.0,885.3751098942199,2023,2,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2023Q2,Residential,6558.0,7233084390.78,3409.4467283653544,81486.0,24818.048520721964,2023,2,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2023Q3,Commercial,415.0,1935110364.12,2579.634365822695,19886.0,940.4042962225686,2023,3,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2023Q3,Residential,5389.0,5452048278.83,3320.5660146006144,99903.0,24749.23889266759,2023,3,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2023Q4,Commercial,,,,19461.0,908.0854803522943,2023,4,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2023Q4,Residential,,,,106204.0,24184.154820057618,2023,4,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2024Q1,Commercial,,,,23532.0,912.3676171108278,2024,1,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2024Q1,Residential,,,,114136.0,24539.1832425552,2024,1,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2024Q2,Commercial,,,,16895.0,912.8848437729506,2024,2,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2024Q2,Residential,,,,93479.0,25090.526108061596,2024,2,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2024Q3,Commercial,,,,20277.0,962.9920507055284,2024,3,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2024Q3,Residential,,,,112001.0,24969.23899114428,2024,3,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2024Q4,Commercial,,,,23093.0,931.7984210372407,2024,4,منطقة مكة المكرمة,Makkah Region,3751722
Jeddah,2024Q4,Residential,,,,119623.0,25223.181427388045,2024,4,منطقة مكة المكرمة,Makkah Region,3751722
Khobar,2018Q1,Residential,8.0,4792500.0,3202.085719,,,2018,1,المنطقة الشرقية,Eastern Province,658550
Khobar,2018Q2,Residential,7.0,7331938.6,4640.826608,,,2018,2,المنطقة الشرقية,Eastern Province,658550
Khobar,2018Q3,Residential,9.0,5718012.63,3406.764044,,,2018,3,المنطقة الشرقية,Eastern Province,658550
Khobar,2018Q4,Residential,18.0,9159125.0,2284.115525,,,2018,4,المنطقة الشرقية,Eastern Province,658550
Khobar,2019Q1,Commercial,,,,30.0,484.81313700000004,2019,1,المنطقة الشرقية,Eastern Province,658550
Khobar,2019Q1,Residential,23.0,16357140.0,2907.521522,3749.0,20317.651616080824,2019,1,المنطقة الشرقية,Eastern Province,658550
Khobar,2019Q2,Commercial,,,,69.0,503.5236252463768,2019,2,المنطقة الشرقية,Eastern Province,658550
Khobar,2019Q2,Residential,13.0,8932056.72,3816.817779,3936.0,22057.283120963413,2019,2,المنطقة الشرقية,Eastern Province,658550
Khobar,2019Q3,Commercial,,,,215.0,460.84281306976743,2019,3,المنطقة الشرقية,Eastern Province,658550
Khobar,2019Q3,Residential,12.0,10802575.07,3830.6206609999995,4712.0,21247.882553998727,2019,3,المنطقة الشرقية,Eastern Province,658550
Khobar,2019Q4,Commercial,,,,312.0,465.5057273461539,2019,4,المنطقة الشرقية,Eastern Province,658550
Khobar,2019Q4,Residential,24.0,18993684.0,3765.9377119999995,6629.0,21231.9808988579,2019,4,المنطقة الشرقية,Eastern Province,658550
Khobar,2020Q1,Commercial,,,,459.0,492.5602662287581,2020,1,المنطقة الشرقية,Eastern Province,658550
Khobar,2020Q1,Residential,17.0,11672381.5,3315.387589,6269.0,20126.930173935554,2020,1,المنطقة الشرقية,Eastern Province,658550
Khobar,2020Q2,Commercial,,,,277.0,514.3586148953069,2020,2,المنطقة الشرقية,Eastern Province,658550
Khobar,2020Q2,Residential,51.0,24033987.94,2189.050704882353,6314.0,21491.31342902645,2020,2,المنطقة الشرقية,Eastern Province,658550
Khobar,2020Q3,Commercial,,,,1071.0,524.2151221372549,2020,3,المنطقة الشرقية,Eastern Province,658550
Khobar,2020Q3,Residential,59.0,34679174.15,2992.1983021355936,9610.0,21075.1916669052,2020,3,المنطقة الشرقية,Eastern Province,658550
Khobar,2020Q4,Commercial,,,,1791.0,569.330501704076,2020,4,المنطقة الشرقية,Eastern Province,658550
Khobar,2020Q4,Residential,91.0,56015889.14,3058.049912153846,12483.0,20936.051418267405,2020,4,المنطقة الشرقية,Eastern Province,658550
Khobar,2021Q1,Commercial,,,,1628.0,535.2121318230958,2021,1,المنطقة الشرقية,Eastern Province,658550
Khobar,2021Q1,Residential,89.0,57937041.0,3309.46949625,13104.0,21550.12274916934,2021,1,المنطقة الشرقية,Eastern Province,658550
Khobar,2021Q2,Commercial,,,,698.0,505.7763912893983,2021,2,المنطقة الشرقية,Eastern Province,658550
Khobar,2021Q2,Residential,35.0,21205085.0,3377.3526156285716,5508.0,20622.400420297385,2021,2,المنطقة الشرقية,Eastern Province,658550
Khobar,2021Q3,Commercial,,,,2016.0,560.3294478482143,2021,3,المنطقة الشرقية,Eastern Province,658550
Khobar,2021Q3,Residential,63.0,48125346.629999995,3944.289485746032,8881.0,22674.17259082389,2021,3,المنطقة الشرقية,Eastern Province,658550
Khobar,2021Q4,Commercial,,,,2226.0,590.7621140916442,2021,4,المنطقة الشرقية,Eastern Province,658550
Khobar,2021Q4,Residential,122.0,92518235.6,3950.912590573771,12976.0,20867.989226435187,2021,4,المنطقة الشرقية,Eastern Province,658550
Khobar,2022Q1,Commercial,,,,3258.0,600.7521090540209,2022,1,المنطقة الشرقية,Eastern Province,658550
Khobar,2022Q1,Residential,30.0,20864514.0,3718.5273848,14595.0,20451.46366414594,2022,1,المنطقة الشرقية,Eastern Province,658550
Khobar,2022Q2,Commercial,292.0,1145599681.73,1936.437703,2702.0,585.3474648097705,2022,2,المنطقة الشرقية,Eastern Province,658550
Khobar,2022Q2,Residential,1443.0,1861672216.07,2263.2019086770615,12834.0,22866.220568124827,2022,2,المنطقة الشرقية,Eastern Province,658550
Khobar,2022Q3,Commercial,275.0,1303841157.47,1576.564481,2952.0,610.9143137069783,2022,3,المنطقة الشرقية,Eastern Province,658550
Khobar,2022Q3,Residential,1405.0,1927583176.32,2427.0544447935945,15128.0,21757.63003859836,2022,3,المنطقة الشرقية,Eastern Province,658550
Khobar,2022Q4,Commercial,206.0,856262711.67,1976.28765,3432.0,610.9587584160839,2022,4,المنطقة الشرقية,Eastern Province,658550
Khobar,2022Q4,Residential,1052.0,1302249280.03,2505.692883353612,17085.0,21459.20071643272,2022,4,المنطقة الشرقية,Eastern Province,658550
Khobar,2023Q1,Commercial,197.0,700961151.74,1863.731004,3758.0,616.9117778033528,2023,1,المنطقة الشرقية,Eastern Province,658550
Khobar,2023Q1,Residential,1157.0,1376473054.29,2838.7233949472775,17240.0,21566.82289888149,2023,1,المنطقة الشرقية,Eastern Province,658550
Khobar,2023Q2,Commercial,146.0,541825798.63,1850.0886820000003,2996.0,658.6347025550735,2023,2,المنطقة الشرقية,Eastern Province,658550
Khobar,2023Q2,Residential,1127.0,1502073427.32,3138.602669866016,17027.0,22402.245824298174,2023,2,المنطقة الشرقية,Eastern Province,658550
Khobar,2023Q3,Commercial,135.0,1873053016.49,1668.834604,3884.0,589.9142936253861,2023,3,المنطقة الشرقية,Eastern Province,658550
Khobar,2023Q3,Residential,867.0,956928630.15,3065.1266426147636,19836.0,23026.766472500403,2023,3,المنطقة الشرقية,Eastern Province,658550
Khobar,2023Q4,Commercial,,,,4037.0,602.7641552147634,2023,4,المنطقة الشرقية,Eastern Province,658550
Khobar,2023Q4,Residential,,,,21395.0,22259.687444787894,2023,4,المنطقة الشرقية,Eastern Province,658550
Khobar,2024Q1,Commercial,,,,4761.0,580.6785303572779,2024,1,المنطقة الشرقية,Eastern Province,658550
Khobar,2024Q1,Residential,,,,24649.0,21919.022359004954,2024,1,المنطقة الشرقية,Eastern Province,658550
Khobar,2024Q2,Commercial,,,,3885.0,612.2357620409267,2024,2,المنطقة الشرقية,Eastern Province,658550
Khobar,2024Q2,Residential,,,,21777.0,23364.818139536434,2024,2,المنطقة الشرقية,Eastern Province,658550
Khobar,2024Q3,Commercial,,,,4016.0,619.3927802191236,2024,3,المنطقة الشرقية,Eastern Province,658550
Khobar,2024Q3,Residential,,,,23804.0,24579.988167302512,2024,3,المنطقة الشرقية,Eastern Province,658550
Khobar,2024Q4,Commercial,,,,4974.0,616.5013411998392,2024,4,المنطقة الشرقية,Eastern Province,658550
Khobar,2024Q4,Residential,,,,26431.0,23456.69822179622,2024,4,المنطقة الشرقية,Eastern Province,658550
Madinah,2018Q1,Commercial,67.0,95794033.14,873.5327606511627,,,2018,1,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2018Q1,Residential,359.0,253030773.35999998,1365.1426384006515,,,2018,1,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2018Q2,Commercial,44.0,60214061.0,1173.655780076923,,,2018,2,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2018Q2,Residential,249.0,177439320.57,1218.225591361809,,,2018,2,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2018Q3,Commercial,50.0,96553822.0,1452.52535,,,2018,3,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2018Q3,Residential,296.0,189070506.21,1246.9427672439024,,,2018,3,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2018Q4,Commercial,67.0,114109179.93,700.7645832222222,,,2018,4,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2018Q4,Residential,451.0,413499567.08,1157.6017413386244,,,2018,4,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2019Q1,Commercial,71.0,86484082.35,925.9504642142857,24.0,416.32389595833337,2019,1,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2019Q1,Residential,505.0,306190642.71,1101.3750691224488,2804.0,17422.717248281024,2019,1,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2019Q2,Commercial,54.0,49980813.66,1083.7587245714285,68.0,474.84166973529415,2019,2,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2019Q2,Residential,420.0,267896773.86,1376.605405934605,2866.0,17094.303059940685,2019,2,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2019Q3,Commercial,65.0,157666097.01,880.5658322608696,357.0,544.683085254902,2019,3,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2019Q3,Residential,609.0,420439070.05,1454.5781221516245,4524.0,17387.006847320954,2019,3,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2019Q4,Commercial,73.0,83022415.71,797.726396137931,509.0,490.31349890569743,2019,4,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2019Q4,Residential,585.0,617496775.94,1545.3380492422482,4251.0,17000.797806527873,2019,4,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2020Q1,Commercial,80.0,62545811.150000006,1051.4819223064517,410.0,612.9469580804878,2020,1,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2020Q1,Residential,570.0,370590967.77,1422.898839131528,4090.0,16637.356442843524,2020,1,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2020Q2,Commercial,31.0,153086168.0,958.325905076923,245.0,461.09780137959183,2020,2,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2020Q2,Residential,304.0,206043618.5,1728.3862327768925,3916.0,15727.346146368742,2020,2,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2020Q3,Commercial,55.0,37518628.2,943.6235945714286,1476.0,499.06960942682923,2020,3,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2020Q3,Residential,448.0,264338269.28,1375.2066611206028,9554.0,15942.297309112413,2020,3,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2020Q4,Commercial,95.0,174075400.24,1036.5946918985508,1886.0,796.3786257518557,2020,4,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2020Q4,Residential,628.0,422358825.27,1483.374432923077,7971.0,16154.94035974658,2020,4,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2021Q1,Commercial,109.0,114482533.81,1207.031278,1675.0,711.2187158483582,2021,1,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2021Q1,Residential,731.0,537133706.62,1657.8153183343375,7485.0,15915.520233465599,2021,1,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2021Q2,Commercial,98.0,115872678.12,1145.3469144246574,755.0,679.0117116052979,2021,2,منطقة المدينة المنورة,Madinah Region,1477047
